,URN,Postcode,YEAR,Grades_scaled
3260,146070,DE130HB,2018,-1.9052008519525547
3261,124508,WS124JS,2018,0.09153567696890672
3262,142170,ST148RS,2018,0.04509994373817521
3263,141449,ST52EY,2018,-0.5121288550306048
3264,124521,WS136PJ,2018,-2.3231224510291395
3266,139590,ST61JJ,2018,2.036032006005795
3267,144558,ST48PQ,2018,0.7822672087760405
3268,136460,ST45NT,2018,0.06831781035354097
3270,137892,ST14AF,2018,0.6139376758146379
3271,136102,ST64LD,2018,0.38756347631482113
3272,136824,ST42RR,2018,0.5036528093916502
3273,139068,ST45JJ,2018,-1.4814747862221282
3274,142186,ST37DF,2018,-0.3321903887615195
3275,140633,ST16LG,2018,0.32371434312256503
3276,124390,ST28DD,2018,0.49784834273780876
3277,138549,ST67AB,2018,1.838680139775186
3278,140149,ST66LZ,2018,0.0741222770073825
3279,136680,ST66JZ,2018,0.28308307654567505
3280,136681,ST20GA,2018,2.1753392056979903
3281,140304,ST32NJ,2018,0.6313510757761626
3283,139071,ST62BP,2018,0.3353232764302481
3284,139784,ST42DT,2018,-0.001335789492556282
3288,137574,ST14EU,2018,0.5442840759685407
3289,143653,ST14LY,2018,-0.19868765572316618
3292,124498,ST119JG,2018,-2.288295651106091
3293,124501,ST66JZ,2018,0.5791108758915895
3295,141964,SP27EU,2018,-2.3115135177214565
3296,136849,SN95EW,2018,-1.1738380535685309
3297,136391,SP13JJ,2018,0.49784834273780876
3298,144514,SP27PY,2018,0.677786809006894
3299,131969,SN153XB,2018,-0.059380456030970856
3300,144388,SP11RE,2018,1.2176022078141497
3302,144389,SP53HN,2018,0.17279821012268745
3303,146344,SN126QZ,2018,0.4398036761993942
3304,137308,SN160DF,2018,0.8228984753529305
3305,136611,SN139DF,2018,0.5907198091992721
3306,143005,SP48HH,2018,1.838680139775186
3307,138020,BA149EH,2018,1.8851158730059174
3308,137827,SP11RD,2018,-0.8952236541841408
3309,137057,BA151DZ,2018,0.49784834273780876
3310,137375,BA149EN,2018,0.3179098764687239
3311,136389,SN104EB,2018,0.5965242758531137
3312,136632,SN146HJ,2018,-0.04196705606944665
3313,126510,BA133QH,2018,0.28308307654567505
3314,135804,SP119RR,2018,0.10894907693043134
3315,136183,SP29HS,2018,0.004468677161284846
3316,136911,SN47HG,2018,0.6835912756607355
3317,126458,SP47ND,2018,0.13216694354579708
3318,137230,BA129DR,2018,-0.3147769887999953
3319,126473,SP11QY,2018,-2.2999045844137735
3321,137650,SN118YH,2018,0.8983565418528696
3322,142316,SN54AT,2018,-2.3057090510676153
3323,138630,SN103AG,2018,0.43399920954555304
3325,136296,SN146RJ,2018,0.8345074086606136
3327,126519,SP12RA,2018,0.5965242758531137
3328,126532,SN104HE,2018,1.1421441413142106
3329,126522,BA128PJ,2018,-1.9690499851448107
3331,126513,SN110DF,2018,-1.9284187185679205
3333,131743,BA146NZ,2018,0.37015007635329694
3337,136019,BA134JY,2018,0.23084287666110204
3338,126535,SP34HL,2018,0.45141260950707723
3343,126550,SN105EF,2018,-0.5121288550306048
3344,145198,SN110DS,2018,-0.22190552233853192
3349,137684,SN35DA,2018,0.3759545430071385
3350,136860,SN67BZ,2018,1.0899039414296376
3351,140515,SN22NQ,2018,0.6313510757761626
3352,137264,SN56HN,2018,0.4630215428147603
3353,136980,SN33LR,2018,0.880943141891345
3354,144773,SN31ER,2018,0.23084287666110204
3355,145139,SN27SH,2018,0.4630215428147603
3357,131196,SN252ND,2018,0.5384796093146991
3359,137160,SN49DJ,2018,0.7300270088914671
3360,135364,SN21JR,2018,0.5326751426608576
3361,145852,SN27AS,2018,0.927378875122077
3366,142577,RG127BA,2018,0.7648538088145159
3368,110068,GU470SD,2018,0.3295188097764066
3369,110069,RG422AD,2018,0.2134294766995774
3370,110071,RG128FS,2018,0.5791108758915895
3371,137267,RG129DA,2018,0.8577252752759793
3372,110117,SL58BQ,2018,0.10894907693043134
3373,110125,RG457PU,2018,0.3179098764687239
3374,110159,SL58DR,2018,-0.04777152272328819
3379,138879,SL62QB,2018,0.4630215428147603
3380,138823,SL59QY,2018,0.3527366763917723
3381,142357,SL65JB,2018,0.8112895420452478
3382,141852,SL43RT,2018,0.7010046756222598
3384,137695,SL63AX,2018,0.7996806087375647
3385,133580,SL39JQ,2018,0.48043494277628457
3386,138342,SL64PU,2018,0.3004964765071993
3387,139971,SL63LE,2018,1.2814513410064055
3388,141844,SL45EH,2018,0.7300270088914671
3389,110119,SL57DZ,2018,0.34112774308408966
3390,110120,SL59JF,2018,0.8112895420452478
3391,110152,SL57PS,2018,0.6719823423530524
3393,110158,SL46DW,2018,0.8867476085451865
3395,141225,SL45BU,2018,0.45141260950707723
3396,110183,SL63EQ,2018,1.269842407698723
3397,142325,SL60PQ,2018,0.4572170761609188
3401,110048,RG73XJ,2018,0.10314461027658979
3402,142822,RG170AN,2018,0.2888875431995166
3403,145945,RG75DA,2018,0.474630476122443
3404,136733,RG146NQ,2018,1.5600657403907954
3405,136647,RG194LL,2018,0.8867476085451865
3406,110063,RG315TY,2018,0.3063009431610408
3407,138525,RG142DU,2018,0.5210662093531749
3408,137465,RG146JP,2018,0.8461163419682962
3409,137777,RG316XY,2018,-0.059380456030970856
3410,110102,RG206AD,2018,0.7706582754683574
3412,110123,RG189JJ,2018,0.7822672087760405
3413,110128,RG209BD,2018,0.9215744084682355
3414,110132,RG88LA,2018,0.17860267677652858
3415,110169,RG74NR,2018,0.5442840759685407
3417,130602,RG147TD,2018,0.48043494277628457
3423,110180,RG143BQ,2018,0.48043494277628457
3425,136449,RG15LW,2018,-0.15225192249243427
3426,136448,RG15BN,2018,-0.48891098841523883
3427,139268,RG15RQ,2018,0.8577252752759793
3430,144610,RG27PY,2018,0.17860267677652858
3431,136307,RG48LR,2018,0.120558010238114
3432,136876,RG304EX,2018,0.31210540981488233
3433,110107,RG303EP,2018,0.7996806087375647
3434,110109,RG46DX,2018,0.5849153425454306
3436,110111,RG15JT,2018,0.49784834273780876
3438,137999,RG14JJ,2018,0.6603734090453698
3441,139728,RG304BZ,2018,0.677786809006894
3442,137435,RG304BZ,2018,0.7300270088914671
3446,140156,SL25AY,2018,0.48623940943012606
3447,141970,SL14AA,2018,0.2250384100072605
3448,110084,SL37AF,2018,1.0899039414296376
3449,137726,SL13BW,2018,0.9622056750451253
3450,136420,SL37PR,2018,1.2059932745064668
3451,141009,SL37UX,2018,0.828702942006772
3453,137287,SL12PU,2018,0.4398036761993942
3454,143803,SL25HW,2018,0.4688260094686015
3455,138012,SL15AH,2018,0.120558010238114
3457,137259,SL13AH,2018,-0.4656931217998729
3458,110078,SL25QP,2018,0.474630476122443
3459,136521,SL37QS,2018,0.5268706760070161
3460,110162,SL37LU,2018,0.039295477084333674
3462,135631,SL37EF,2018,-0.04196705606944665
3467,138367,RG71ER,2018,0.34112774308408966
3469,145286,RG401SS,2018,0.9041610085067108
3470,139853,RG415NE,2018,0.07992674366122404
3471,136637,RG67HS,2018,1.0260548082373815
3472,142166,RG54RF,2018,-0.007140256146397822
3473,136891,RG108DS,2018,0.5442840759685407
3474,110060,RG411JP,2018,0.5210662093531749
3475,110062,RG53EU,2018,0.6023287425069552
3476,110136,RG403EU,2018,0.8345074086606136
3477,110137,RG415BG,2018,1.0782950081219544
3478,110148,RG403AL,2018,0.4688260094686015
3481,143862,RG402HR,2018,0.050904410392016756
3490,137826,CB249LX,2018,0.016077610468967926
3493,142035,CB18NN,2018,0.5907198091992721
3499,137527,SG86EF,2018,-0.018749189454080904
3500,138177,PE166UU,2018,-0.1290340558770685
3503,137305,PE276RR,2018,-0.2335144556462146
3505,137924,CB13TD,2018,0.45141260950707723
3506,137427,SG85NJ,2018,-0.21610105568469037
3511,136610,CB75AA,2018,-0.15225192249243427
3515,140265,CB20SZ,2018,-0.04777152272328819
3524,110925,PE280EA,2018,0.27147414323799196
3532,135404,CB21JE,2018,0.8519208086221377
3535,142776,CB215EP,2018,0.27147414323799196
3559,139082,PE15LQ,2018,0.6487644757376867
3565,136266,PE67JX,2018,0.6893957423145771
3570,136023,PE38YQ,2018,0.9157699418143939
3604,139196,WA28PX,2018,0.010273143815126387
3605,145157,WA52BY,2018,0.9099654751605524
3609,111501,WA14JL,2018,0.08573121031506559
3620,139661,EX45AD,2018,0.8925520751990281
3625,113502,EX151DX,2018,0.38756347631482113
3631,145404,EX29JU,2018,-0.5179333216844462
3638,113518,EX70BY,2018,-0.8023521877226777
3649,136287,EX153AG,2018,0.5094572760454918
3653,139682,EX26AP,2018,0.43399920954555304
3657,113520,TQ95JX,2018,0.08573121031506559
3665,113579,TQ126QG,2018,0.6603734090453698
3669,113605,EX215HJ,2018,0.5268706760070161
3683,131552,EX388QQ,2018,-0.5237377883382877
3707,136166,PL52AF,2018,-0.3321903887615195
3710,136558,PL98ES,2018,0.32371434312256503
3711,136668,PL47PG,2018,0.7880716754298817
3712,140737,PL65HN,2018,0.5791108758915895
3713,113609,PL46RN,2018,0.2250384100072605
3714,135849,PL51HL,2018,0.5500885426223822
3718,113649,PL52EF,2018,0.5907198091992721
3720,113650,PL71JB,2018,0.5268706760070161
3722,136506,TQ27DY,2018,0.3527366763917723
3724,136321,TQ27EL,2018,0.5500885426223822
3725,138863,TQ33WA,2018,-0.2973635888384707
3726,113526,TQ13PE,2018,0.4398036761993942
3727,137755,TQ59HF,2018,0.14377587685348017
3728,138370,TQ27NU,2018,0.09734014362274825
3731,130648,TQ47EJ,2018,-0.1870787224154831
3733,143552,TQ32AL,2018,0.021882077122809467
3740,138239,CM159DA,2018,0.34112774308408966
3741,136412,CM11RW,2018,-0.5411511882998121
3742,136642,CM13SX,2018,0.016077610468967926
3743,136625,IG102LD,2018,0.7358314755453086
3744,137814,CO33ND,2018,-0.08840278930017814
3745,137515,CO33US,2018,-0.18127425576164155
3746,138834,CM144EX,2018,0.6603734090453698
3747,138865,SS155NX,2018,-0.1754697891078
3748,141214,SS165BA,2018,0.5791108758915895
3749,135897,SS133HL,2018,0.23664734331494316
3750,115429,CM158EE,2018,0.1669937434688459
3751,115437,IG76BQ,2018,-0.1406429891847516
3754,144818,CM165DN,2018,0.13216694354579708
3755,135652,SS55HG,2018,-0.4656931217998729
3757,115436,CM226QH,2018,-0.03035812276176357
3758,139248,CO92HR,2018,0.38756347631482113
3759,139271,CM179LR,2018,-0.018749189454080904
3762,143639,SS72TD,2018,-0.012944722800239363
3763,137937,CO28NJ,2018,0.48043494277628457
3765,145061,CO123TG,2018,0.120558010238114
3766,139153,CO93QH,2018,0.1669937434688459
3767,137445,CM186JH,2018,-0.001335789492556282
3768,136904,CM29RZ,2018,0.12636247689195554
3769,137013,CM71WY,2018,-0.1754697891078
3770,139179,CM75XP,2018,0.5500885426223822
3771,137048,CM120RT,2018,1.1653620079295763
3772,145597,IG103JA,2018,0.5384796093146991
3773,115237,SS142LA,2018,0.9041610085067108
3774,115238,CM14BS,2018,0.3933679429686627
3775,137790,CM96AB,2018,0.0741222770073825
3776,136577,SS71RQ,2018,0.10894907693043134
3777,137619,CO34QS,2018,-0.41345292191529986
3778,136758,IG75BT,2018,-0.19868765572316618
3779,115322,SS118LY,2018,-0.23931892230005614
3780,139181,SS120LZ,2018,-0.4308663218768245
3781,136776,CB114UH,2018,0.17860267677652858
3782,137241,CO50EW,2018,0.23664734331494316
3784,137874,CM16LY,2018,0.7474404088529917
3785,136579,SS75RN,2018,0.31210540981488233
3786,140308,SS89QS,2018,0.056708877045858294
3787,136868,SS41TL,2018,-0.3147769887999953
3788,141841,SS68EB,2018,-0.4308663218768245
3789,137260,CM17ER,2018,0.04509994373817521
3790,137188,CO130AZ,2018,0.5268706760070161
3791,136875,CM132HG,2018,0.2250384100072605
3792,137926,CO49PU,2018,0.056708877045858294
3793,137944,CO33LE,2018,0.10314461027658979
3794,137072,CM13ET,2018,-0.14644745583859273
3795,137975,CM62AU,2018,0.16118927681500436
3796,137927,CO30QA,2018,0.9099654751605524
3797,115382,CO33US,2018,-0.3321903887615195
3800,135651,CM82SD,2018,0.3004964765071993
3802,135957,CO153JL,2018,-0.6514360547227998
3803,136195,CO43JL,2018,-0.08840278930017814
3804,136555,IG102BQ,2018,0.6313510757761626
3805,137152,CM08QB,2018,0.06831781035354097
3806,141328,CM248TZ,2018,-0.36121272203072685
3807,145474,CM144JF,2018,0.8867476085451865
3810,137694,CM202NR,2018,-0.012944722800239363
3811,137552,CM187NQ,2018,0.2250384100072605
3812,136729,CO61PZ,2018,-0.37862612199225104
3813,136863,CM29ES,2018,-0.5005199217229217
3814,141498,SS87FH,2018,0.2250384100072605
3816,138734,CB113TR,2018,-0.024553656107922442
3817,137727,CM40DJ,2018,0.40497687627634577
3818,138084,CO156DZ,2018,0.6603734090453698
3819,137058,CM186AA,2018,0.056708877045858294
3820,137429,CO70QL,2018,-0.14644745583859273
3822,137945,CO112BW,2018,0.09734014362274825
3823,115386,IG95SD,2018,0.4456081428532357
3824,115387,CM33HS,2018,0.29469200985335775
3825,115392,IG76QF,2018,0.8867476085451865
3826,115394,CO33RB,2018,0.5616974759300649
3827,115395,CM63LL,2018,0.7880716754298817
3828,115396,CO91PF,2018,0.23664734331494316
3829,115399,CM120AR,2018,0.474630476122443
3831,115417,CM170NJ,2018,-0.18127425576164155
3832,135837,CO93PX,2018,-0.04777152272328819
3834,134398,CO93HX,2018,0.7938761420837231
3835,135150,CM82JL,2018,0.06251334369969942
3841,141512,CO45PA,2018,-0.1870787224154831
3851,141945,CM159DA,2018,0.039295477084333674
3852,142612,CM111HN,2018,0.6661778756992114
3853,144897,CO33QJ,2018,0.15538481016116282
3854,115457,SS73UQ,2018,0.38756347631482113
3855,143589,CO77ET,2018,-0.007140256146397822
3858,115402,SS13RD,2018,0.34112774308408966
3859,130672,SS11ND,2018,0.7648538088145159
3861,136272,SS00BP,2018,0.19601607673805319
3862,136490,SS00BS,2018,0.14377587685348017
3863,136444,SS24UZ,2018,0.35854114304561385
3864,136443,SS00RG,2018,0.12636247689195554
3866,142077,SS24BU,2018,-0.018749189454080904
3867,143144,SS24XA,2018,0.15538481016116282
3868,137284,SS95UU,2018,-0.04196705606944665
3869,138174,SS93TG,2018,0.016077610468967926
3870,137310,SS00BW,2018,0.40497687627634577
3871,137312,SS07JS,2018,0.13216694354579708
3874,138044,SS94AW,2018,0.06831781035354097
3875,144691,SS24RL,2018,-0.15225192249243427
3881,135960,RM154RU,2018,0.9564012083912843
3883,143424,SS170NS,2018,-0.21610105568469037
3884,136387,RM155AY,2018,0.2656696765841504
3885,137549,RM166SA,2018,0.23084287666110204
3886,115239,RM175UX,2018,0.8461163419682962
3887,137214,RM163NJ,2018,0.5094572760454918
3888,136854,SS178JT,2018,0.3063009431610408
3890,133114,RM164LU,2018,-0.10001172260786123
3892,144234,RM162WU,2018,-0.27414572222310496
3894,139189,HR40RN,2018,0.43399920954555304
3895,117036,HR12NG,2018,0.40497687627634577
3896,117045,HR69PN,2018,0.4165858095840284
3898,137703,HR74QS,2018,0.3643456096994554
3899,116941,HR68JJ,2018,0.004468677161284846
3900,140868,HR20SG,2018,0.4630215428147603
3901,116936,HR11HY,2018,0.3353232764302481
3902,137073,HR29HJ,2018,0.7416359421991502
3903,137608,HR53AR,2018,0.25406074327646777
3904,116952,HR48ST,2018,-0.18127425576164155
3905,136405,HR69UW,2018,0.37015007635329694
3906,136803,HR82HF,2018,0.8751386752375035
3907,136399,HR97ET,2018,0.5558930092762233
3908,116991,HR11UU,2018,0.7126136089299429
3909,116992,HR14DR,2018,0.7242225422376259
3911,135672,HR28DL,2018,-0.024553656107922442
3914,141487,HR49NG,2018,-0.5875869215305436
3916,117048,HR68LL,2018,-0.053575989377129735
3917,131353,HR82PZ,2018,0.16118927681500436
3919,135035,DY121BL,2018,0.8693342085836624
3920,140292,B603NL,2018,0.3469322097379312
3921,144367,DY115PQ,2018,0.625546609122321
3922,137625,WR143NZ,2018,0.48623940943012606
3923,138107,WR38LE,2018,0.21923394335341895
3924,137186,WR141WD,2018,-0.22190552233853192
3925,117012,B617DU,2018,0.4920438760839676
3926,117017,WR143DF,2018,0.5036528093916502
3927,117018,WR143BA,2018,0.25406074327646777
3928,117020,DY103QE,2018,-0.23931892230005614
3930,117032,GL206AH,2018,0.3991724096225042
3931,117034,WR102EE,2018,0.004468677161284846
3933,117037,WR12LL,2018,0.5384796093146991
3934,117038,WR11HP,2018,0.7532448755068332
3935,117041,WR37ST,2018,0.828702942006772
3936,117044,DY104BH,2018,-0.07098938933865394
3938,141414,DY82XL,2018,0.04509994373817521
3939,141105,DY102BY,2018,0.09153567696890672
3940,116928,B601BA,2018,0.5558930092762233
3942,136927,WR90AA,2018,0.3643456096994554
3944,138505,B980EN,2018,0.4630215428147603
3945,136898,DY82XS,2018,-0.3437993220692026
3946,141169,WR158XA,2018,0.5558930092762233
3947,136924,B475JW,2018,0.5733064092377479
3948,136925,WR102BX,2018,0.3004964765071993
3949,138664,B459EL,2018,-0.09420725595401969
3950,136890,WR24AF,2018,0.5036528093916502
3951,137051,WR52LT,2018,-0.053575989377129735
3952,136897,WR66QA,2018,0.3353232764302481
3953,137167,B988HB,2018,0.42239027623786995
3954,140731,B987UH,2018,0.2888875431995166
3955,137101,WR80BL,2018,0.2656696765841504
3956,138032,DY101XA,2018,-0.14644745583859273
3957,135061,DY115XQ,2018,-0.03616258941560511
3958,141063,B975LX,2018,0.3759545430071385
3960,136469,WR114QH,2018,0.7590493421606743
3961,135913,WR38HN,2018,-0.1754697891078
3963,140404,B980HF,2018,0.3817590096609796
3965,140397,WR13HZ,2018,0.4281947428917115
3975,117064,WR52JX,2018,0.3353232764302481
3979,137250,DA27BB,2018,-0.26253678891542187
3981,139554,TN133SL,2018,-0.059380456030970856
3982,140987,DA15TF,2018,0.23084287666110204
3983,144015,CT102RL,2018,-0.1290340558770685
3984,145420,CT195FP,2018,-0.33799485541536106
3985,118788,DA118AQ,2018,0.677786809006894
3986,137833,ME160TJ,2018,0.27147414323799196
3988,118879,DA124LF,2018,-0.007140256146397822
3989,137484,TN306LT,2018,0.7126136089299429
3990,139542,TN157RD,2018,0.7532448755068332
3991,136324,ME104EG,2018,0.35854114304561385
3992,136302,CT28QA,2018,-0.024553656107922442
3993,118897,ME196DH,2018,0.09153567696890672
3994,118898,CT27AP,2018,-0.09420725595401969
3995,118903,TN104PU,2018,0.3643456096994554
3997,136585,CT102RT,2018,0.7242225422376259
3998,136603,TN49SH,2018,0.5152617426993333
3999,135826,CT126RH,2018,0.45141260950707723
4000,118937,TN248PB,2018,-0.37862612199225104
4001,118939,TN174AA,2018,0.06831781035354097
4002,118940,CT179RH,2018,0.7706582754683574
4003,118944,ME37PA,2018,0.42239027623786995
4005,118947,CT117AE,2018,0.9099654751605524
4006,118949,TN23QD,2018,0.21923394335341895
4007,118952,TN131HU,2018,0.10894907693043134
4008,118957,TN146AE,2018,0.41078134293018687
4009,118958,ME173HL,2018,0.3991724096225042
4010,118959,TN91JP,2018,0.20182054339189473
4012,118991,DA123BL,2018,0.5326751426608576
4013,118996,CT12ES,2018,-0.012944722800239363
4014,118998,CT28HU,2018,0.12636247689195554
4016,119002,TN133UL,2018,0.3004964765071993
4017,119007,TN119HN,2018,0.3991724096225042
4018,131411,CT13LQ,2018,0.21923394335341895
4019,134582,CT29DT,2018,0.027686543776651005
4021,138405,CT202NB,2018,0.09734014362274825
4022,136128,TN133LE,2018,0.6719823423530524
4023,135297,DA11QE,2018,0.4688260094686015
4024,136177,CT155EQ,2018,-0.03035812276176357
4025,130728,CT101PN,2018,0.48623940943012606
4026,139664,TN255EJ,2018,0.2598652099303093
4027,118789,TN49UJ,2018,0.6139376758146379
4028,118790,TN49XB,2018,0.15538481016116282
4029,136455,TN92JP,2018,0.4920438760839676
4030,136582,ME145DS,2018,0.19021161008421167
4031,136305,ME104PT,2018,0.13797141019963863
4034,118806,CT162PZ,2018,-0.22190552233853192
4035,118835,ME157BT,2018,0.6487644757376867
4036,118836,ME160SF,2018,0.7938761420837231
4037,137800,ME104DB,2018,0.19021161008421167
4038,138019,TN240QJ,2018,-0.3728216553384099
4039,118840,CT13EW,2018,-0.2683412555692634
4040,118843,TN92PN,2018,0.2656696765841504
4041,137227,DA27DA,2018,0.2598652099303093
4043,118884,CT47AS,2018,-0.15225192249243427
4044,137739,TN173JD,2018,0.09734014362274825
4045,140595,TN49PG,2018,0.3759545430071385
4046,136727,ME168AH,2018,0.21923394335341895
4047,136501,CT139JX,2018,0.3817590096609796
4048,137837,CT203RB,2018,0.4398036761993942
4049,136417,TN92JR,2018,0.06831781035354097
4050,137474,CT11PH,2018,0.5907198091992721
4052,136382,CT117PS,2018,-0.19288318906932464
4053,137099,DA122PR,2018,0.11475354358427287
4054,137834,DA110JE,2018,-0.012944722800239363
4055,136923,ME168AE,2018,0.9738146083528084
4056,137581,DA100BZ,2018,0.49784834273780876
4057,137687,ME104NL,2018,0.20762501004573586
4058,138236,TN172PJ,2018,0.14377587685348017
4059,139075,DA130AH,2018,0.14377587685348017
4061,141217,CT162QB,2018,0.4281947428917115
4062,143954,ME172LL,2018,-0.19288318906932464
4063,146624,CT149BD,2018,0.4165858095840284
4064,118785,DA12LY,2018,1.2176022078141497
4065,136304,BR87TE,2018,0.4165858095840284
4066,118796,ME65HS,2018,0.637155542430004
4067,144354,CT51PX,2018,0.6545689423915283
4068,138167,CT170AS,2018,0.9505967417374427
4069,136584,CT79BL,2018,0.6893957423145771
4070,136571,CT95RE,2018,0.3643456096994554
4071,136583,TN249AL,2018,0.6081332091607968
4072,137154,ME138RZ,2018,0.8635297419298208
4073,118832,TN248AL,2018,0.14377587685348017
4074,136581,ME145DT,2018,0.18440714343037012
4075,141628,CT88LX,2018,0.28308307654567505
4076,137609,DA117LS,2018,0.20182054339189473
4078,140537,ME160JP,2018,0.8403118753144551
4080,140640,TN49XL,2018,0.4630215428147603
4081,136847,TN126LT,2018,0.3179098764687239
4082,140874,CT13EN,2018,0.42239027623786995
4084,136465,CT67NS,2018,0.10894907693043134
4085,137104,TN92HE,2018,0.4572170761609188
4086,136349,TN92PH,2018,1.0434682081989062
4087,118928,DA118BG,2018,0.004468677161284846
4088,118933,DA122JW,2018,-0.007140256146397822
4089,136317,CT130FA,2018,0.3817590096609796
4090,137458,CT214HL,2018,0.5791108758915895
4091,135290,TN288BB,2018,-2.3057090510676153
4092,135305,CT20HD,2018,-2.2360554512215174
4093,135372,ME159QL,2018,-1.88778745199103
4094,135371,ME174HX,2018,-1.5627373193759084
4095,135630,DA37PH,2018,-1.9052008519525547
4096,135721,ME123JQ,2018,-2.2476643845292004
4097,135888,TN24PY,2018,-2.1141616514908472
4098,136175,CT162EG,2018,-2.2476643845292004
4099,136197,TN233HG,2018,-2.0967482515293225
4100,136205,DA27DR,2018,-2.3173179843752982
4101,119037,CT93RA,2018,-1.9516365851832862
4104,119045,DA37PW,2018,-2.2302509845676766
4110,119062,CT156SS,2018,-1.643999852529689
4113,119032,TN161QN,2018,-1.9980723184140181
4114,119036,ME168NL,2018,-2.0909437848754813
4115,119042,TN233BT,2018,-2.2999045844137735
4116,119044,CT195DN,2018,-2.0270946516832256
4117,119046,CT179PS,2018,-1.8297427854526156
4119,119058,CT13QQ,2018,-2.2999045844137735
4120,134783,ME104NL,2018,-2.2476643845292004
4121,134971,CT126FH,2018,-2.3289269176829808
4122,118993,DA130EW,2018,-2.2360554512215174
4123,118995,CT148JG,2018,-1.823938318798774
4125,119013,CT148DW,2018,0.09734014362274825
4126,119015,ME99EA,2018,0.42239027623786995
4127,119021,CT149TR,2018,0.32371434312256503
4128,131422,CT119PG,2018,-0.27414572222310496
4129,131611,TN131SR,2018,0.48623940943012606
4130,133539,CT125FH,2018,-0.2973635888384707
4132,130979,CT92QJ,2018,0.13797141019963863
4142,119026,TN30TB,2018,0.35854114304561385
4144,119029,TN40RJ,2018,0.027686543776651005
4148,136662,ME13EL,2018,-0.5063243883767633
4149,118908,ME46SG,2018,1.0086414082758572
4150,118948,ME11TE,2018,-0.001335789492556282
4151,119006,ME11XF,2018,1.333691540890979
4152,142568,ME74DD,2018,-0.5875869215305436
4153,135964,ME22SX,2018,-0.19288318906932464
4154,136108,ME45JB,2018,0.28308307654567505
4156,136594,ME46JB,2018,-0.0651849226848124
4157,136337,ME46TJ,2018,0.0741222770073825
4158,136864,ME87AJ,2018,-0.22770998899237346
4160,136313,ME13BY,2018,-0.1290340558770685
4161,137119,ME39HH,2018,-0.3844305886460926
4162,138511,ME72LX,2018,0.20182054339189473
4163,137630,ME50LE,2018,0.9564012083912843
4164,138046,ME50LP,2018,0.5384796093146991
4165,136456,ME80BX,2018,0.6487644757376867
4166,137376,ME12UW,2018,0.6952002089684186
4167,141466,ME80BX,2018,-0.12322958922322698
4168,136107,ME75HT,2018,0.0741222770073825
4169,142555,ME71UG,2018,-0.1870787224154831
4170,140701,ME50LB,2018,-0.053575989377129735
4172,135576,ME46DQ,2018,-0.30316805549231224
4174,141005,ME50LB,2018,-0.007140256146397822
4176,136997,BB74QS,2018,0.4398036761993942
4177,119771,FY78HE,2018,0.5558930092762233
4178,135936,PR29YR,2018,0.5907198091992721
4179,134770,LA28LH,2018,-0.15805638914627582
4180,119824,L409RQ,2018,-0.007140256146397822
4182,136801,PR16QQ,2018,0.24825627662262623
4185,119740,FY84DG,2018,0.4630215428147603
4187,137342,PR31YE,2018,0.1495803435073213
4188,119753,OL128TS,2018,0.010273143815126387
4190,137296,PR269HH,2018,0.4165858095840284
4193,119817,BB79PZ,2018,-0.34960378872304376
4194,119819,FY81HN,2018,-0.6688494546843241
4198,119836,FY81DT,2018,0.07992674366122404
4199,119851,BB52AN,2018,0.41078134293018687
4201,131355,LA15AJ,2018,0.6893957423145771
4202,119818,FY78JW,2018,0.2598652099303093
4206,135822,PR11NA,2018,-0.16386085580011733
4207,136237,BB185DW,2018,-0.4308663218768245
4210,139130,BB88JF,2018,0.42239027623786995
4211,141028,BB126NX,2018,0.5036528093916502
4212,143794,PR72NJ,2018,-0.03035812276176357
4213,137111,PR55UR,2018,0.039295477084333674
4215,119788,FY84JL,2018,0.48043494277628457
4216,119794,PR45SN,2018,0.10314461027658979
4217,136893,PR71RS,2018,0.4165858095840284
4219,138835,BB47BJ,2018,0.7938761420837231
4220,136742,LA13EF,2018,0.4688260094686015
4222,136390,BB72DJ,2018,0.1669937434688459
4223,137498,L406JJ,2018,0.10894907693043134
4224,119707,PR21SL,2018,0.16118927681500436
4225,136717,FY67EU,2018,0.45141260950707723
4226,119714,FY55DG,2018,0.4688260094686015
4227,119716,BB71EJ,2018,0.027686543776651005
4228,141971,PR14BD,2018,-2.021290185029384
4229,144356,BB14ED,2018,-2.218642051259993
4230,144646,LA31AB,2018,-2.276686717798408
4231,146282,L407RZ,2018,-1.4872792528759695
4232,119721,BB53EA,2018,-0.5063243883767633
4233,119722,BB48HW,2018,-0.1406429891847516
4234,119723,PR252TP,2018,0.4456081428532357
4235,142856,BB185TB,2018,2.5874563381207336
4236,139290,PR251QX,2018,2.250797272197929
4237,119744,PR42ST,2018,2.007009672736588
4238,119745,OL130TG,2018,2.2856240721209775
4239,145082,LA59LS,2018,2.3959089385439656
4240,119749,PR33AR,2018,2.2856240721209775
4241,119751,WN57AL,2018,2.018618606044271
4242,137768,PR46AQ,2018,1.0028369416220158
4243,119757,BB52QY,2018,2.0940766725442095
4244,119761,LA45BG,2018,1.5774791403523203
4245,138647,PR71LL,2018,1.9373560728904902
4247,119767,BB44EY,2018,0.6081332091607968
4248,138544,PR73AY,2018,0.18440714343037012
4250,119773,PR16DT,2018,0.3759545430071385
4251,119774,WN86JN,2018,1.4729987405831735
4252,132834,L392AT,2018,1.426563007352442
4253,119775,PR253AH,2018,1.3627138741601863
