,URN,Postcode,YEAR,Grades_scaled
4850,136350,LN76QJ,2016,0.18440714343037012
4851,138756,PE228AA,2016,0.7532448755068332
4852,142136,DN211PB,2016,0.3759545430071385
4854,142392,LN117PN,2016,0.24245180996878468
4855,141253,NG317LP,2016,0.49784834273780876
4856,120713,LN119AW,2016,0.42239027623786995
4857,138757,PE252QS,2016,0.6661778756992114
4858,142510,PE235EJ,2016,0.04509994373817521
4859,138638,NG319AU,2016,-0.15225192249243427
4861,141581,LN96DA,2016,0.3933679429686627
4863,120729,PE69PA,2016,0.09153567696890672
4864,120754,LN68AR,2016,0.8228984753529305
4865,120655,DN212ST,2016,0.5094572760454918
4868,136282,PE229LD,2016,0.27147414323799196
4869,141166,LN44PN,2016,0.8635297419298208
4871,136044,NG347PP,2016,0.3759545430071385
4872,135565,LN58PW,2016,0.24245180996878468
4873,120642,PE112PJ,2016,0.7068091422761014
4874,138755,PE114TF,2016,0.5907198091992721
4877,136491,LN83RF,2016,0.6545689423915283
4878,139140,PE219PF,2016,0.10314461027658979
4882,137213,NG347DD,2016,0.3991724096225042
4883,137282,PE127PU,2016,0.027686543776651005
4885,136537,LN13SP,2016,0.38756347631482113
4891,136186,NR50PX,2016,0.3527366763917723
4900,135066,NR162HU,2016,0.08573121031506559
4902,121169,NR171RL,2016,0.2656696765841504
4905,135250,NR23DF,2016,0.9331833417759181
4906,121241,NR22HU,2016,0.37015007635329694
4907,121250,NR120DJ,2016,1.107317341391162
4909,121256,NR191JB,2016,0.6429600090838452
4910,121245,IP243AF,2016,0.34112774308408966
4911,121254,NR270NH,2016,0.20182054339189473
4917,121188,IP209DD,2016,1.0492726748527472
4918,121224,NR146BJ,2016,0.828702942006772
4920,121246,IP265LQ,2016,-0.32058145545383643
4921,121164,NR116AN,2016,-0.04196705606944665
4923,136204,IP241LH,2016,0.19021161008421167
4924,135859,NR58EG,2016,0.5558930092762233
4925,135904,NR47LP,2016,0.3933679429686627
4926,139058,IP264PE,2016,0.32371434312256503
4930,143278,NR70XS,2016,0.474630476122443
4931,137431,NR270EX,2016,-2.1664018513754204
4932,121219,NR304LS,2016,-2.1954241846446276
4933,121261,NR47AU,2016,-1.324754186568409
4934,135119,PE304RP,2016,-2.08513931822164
4938,142059,NR12PL,2016,0.677786809006894
4939,139311,NR146JU,2016,0.9970324749681742
4940,138758,NR133ER,2016,0.6429600090838452
4941,121163,NR147QP,2016,-0.03035812276176357
4942,138918,PE377DZ,2016,0.828702942006772
4943,134440,NR33UA,2016,0.021882077122809467
4944,141177,PE302QB,2016,0.5442840759685407
4945,140364,NR316TA,2016,0.4398036761993942
4946,140557,PE344LZ,2016,0.3179098764687239
4947,121159,NR128QN,2016,0.18440714343037012
4948,141395,NR129DG,2016,0.7358314755453086
4949,121154,NR289HZ,2016,0.29469200985335775
4951,137949,IP256BA,2016,0.38756347631482113
4952,138039,NR65SB,2016,0.04509994373817521
4953,141268,NR192EU,2016,0.49784834273780876
4955,136481,NR189SZ,2016,0.4630215428147603
4956,121182,NR203AX,2016,1.0376637415450645
4959,142396,PE147HA,2016,0.40497687627634577
4960,141331,NR305LS,2016,1.1885798745449425
4961,121160,NR152XR,2016,0.9970324749681742
4962,121162,NR78NE,2016,0.31210540981488233
4963,121170,NR231RB,2016,-0.34960378872304376
4964,121157,PE365HY,2016,0.6023287425069552
4965,121168,PE322NS,2016,0.2250384100072605
4967,138138,PE344EX,2016,-0.3147769887999953
4968,142058,NR34BX,2016,-0.5875869215305436
4969,136187,NR317JJ,2016,0.12636247689195554
4970,136515,PE304AW,2016,0.17860267677652858
4972,136202,PE304QG,2016,0.6197421424684795
4973,137621,NR268ND,2016,0.2134294766995774
4975,139204,PE389LL,2016,0.8519208086221377
4976,139487,NR86HP,2016,0.3933679429686627
4977,140188,NR93DB,2016,0.5616974759300649
4979,137912,NN84RP,2016,0.4630215428147603
4980,134814,NN38NH,2016,0.625546609122321
4992,137089,NN46TP,2016,0.6719823423530524
4995,142747,NN36HT,2016,-1.1622291202608481
4996,122144,NN46UU,2016,-0.14644745583859273
4997,136976,NN156HE,2016,-0.15805638914627582
4998,136489,NN68QE,2016,0.20182054339189473
4999,140436,NN38EZ,2016,0.3063009431610408
5000,139819,NN83JH,2016,-0.018749189454080904
5002,137878,OX172QR,2016,-0.4308663218768245
5003,140510,NN36DG,2016,-0.5179333216844462
5004,139158,NN136FB,2016,0.32371434312256503
5005,139690,NN128TL,2016,-0.19288318906932464
5007,138254,NN171TD,2016,-0.14644745583859273
5008,136227,NN36QB,2016,-0.04777152272328819
5009,122059,NN297PH,2016,0.40497687627634577
5011,135967,NN157AA,2016,0.20762501004573586
5012,138073,NN114LJ,2016,0.27147414323799196
5013,137087,NN73QG,2016,0.4688260094686015
5014,139957,NN189NS,2016,0.16118927681500436
5015,135966,NN169NS,2016,-0.1116206559155443
5016,141791,NN156PT,2016,1.0550771415065887
5017,139373,NN110QE,2016,0.3353232764302481
5018,139988,NN108LF,2016,-0.0651849226848124
5019,135785,NN15HQ,2016,0.4281947428917115
5020,136488,NN126DJ,2016,0.3527366763917723
5021,139060,NN172JH,2016,-0.36701718868456834
5023,137614,NN37SD,2016,-0.03616258941560511
5024,135306,NN175EB,2016,0.3295188097764066
5025,139100,MK196HN,2016,0.927378875122077
5027,122137,NN54UX,2016,0.6023287425069552
5028,122131,NN82BX,2016,0.15538481016116282
5029,122151,NN69AX,2016,0.6023287425069552
5031,142063,PE84BS,2016,0.20762501004573586
5032,139013,NN106AG,2016,0.6081332091607968
5034,136948,NN33EZ,2016,0.42239027623786995
5035,138235,NN110QF,2016,0.4630215428147603
5036,122149,NN26AF,2016,0.31210540981488233
5038,136299,NN15RT,2016,0.27147414323799196
5039,122136,NN127LL,2016,-0.21610105568469037
5047,143291,NE463JB,2016,0.8112895420452478
5052,122351,NE425LJ,2016,-0.007140256146397822
5055,137457,NE236BN,2016,0.4281947428917115
5063,122376,TD152XQ,2016,0.5558930092762233
5070,137385,NE638SF,2016,-0.11742512256938543
5071,122374,NE250BP,2016,-0.39023505529993413
5081,137921,RG91PS,2016,-0.26253678891542187
5082,135675,OX46JZ,2016,-0.21029658903084883
5097,140875,OX331QH,2016,0.10894907693043134
5100,137919,OX294AP,2016,0.010273143815126387
5104,123283,OX297PU,2016,-0.10001172260786123
5109,138490,OX117AJ,2016,-0.7965477210688362
5114,123303,OX109HT,2016,0.5675019425839064
5120,138210,OX284AX,2016,0.8228984753529305
5124,140886,OX169HY,2016,-0.03616258941560511
5135,123346,OX46DQ,2016,1.2756468743525644
5139,123312,OX141DE,2016,0.4165858095840284
5150,137357,OX108HH,2016,-0.10581618926170276
5187,137192,BA45PF,2016,0.880943141891345
5188,136295,TA201JL,2016,0.8228984753529305
5190,137313,BA100DF,2016,0.6313510757761626
5191,137285,BA52NR,2016,0.3643456096994554
5202,140416,TA218SW,2016,0.28308307654567505
5205,123913,TA14QS,2016,0.08573121031506559
5206,123912,TA13LA,2016,0.24825627662262623
5211,123929,TA79NJ,2016,-0.04777152272328819
5213,136639,TA42NE,2016,0.3759545430071385
5214,136783,BS273AQ,2016,0.6835912756607355
5215,136894,BA213JD,2016,-0.04196705606944665
5219,136322,CB90LD,2016,0.25406074327646777
5223,124879,IP199AB,2016,0.3063009431610408
5224,124881,IP13SG,2016,0.7184180755837843
5226,138273,IP171DZ,2016,0.38756347631482113
5227,124840,IP43DL,2016,0.07992674366122404
5228,139288,IP15JN,2016,0.4572170761609188
5239,124865,CO108JE,2016,0.9447922750836012
5246,139403,NR324AH,2016,0.7242225422376259
5262,136969,IP52PB,2016,0.7010046756222598
5267,137321,IP119QR,2016,0.5675019425839064
5271,140047,IP312HS,2016,-0.09420725595401969
5274,136416,IP146BL,2016,0.41078134293018687
5276,124802,IP313PB,2016,-0.16386085580011733
5277,136782,IP139HE,2016,-0.30316805549231224
5278,136998,NR351RW,2016,-0.059380456030970856
5281,124868,IP186SD,2016,-0.16966532245395888
5284,134480,CO64RW,2016,0.23664734331494316
5286,138373,IP29LR,2016,-0.12322958922322698
5287,139732,CB90LB,2016,-0.26253678891542187
5289,140032,IP28PL,2016,0.3759545430071385
5292,136827,IP45HD,2016,0.35854114304561385
5293,136828,GU154AE,2016,0.6719823423530524
5294,125424,GU13BB,2016,-0.18127425576164155
5301,137003,KT153HW,2016,0.1669937434688459
5314,125385,RH28RE,2016,0.24825627662262623
5330,125321,KT112ES,2016,0.3991724096225042
5335,125481,RH13PR,2016,0.19021161008421167
5360,125278,RH12LQ,2016,0.11475354358427287
5364,125352,KT234EN,2016,0.24825627662262623
5365,125340,GU72DX,2016,0.3933679429686627
5367,125480,KT152QH,2016,0.13216694354579708
5378,135419,GU71UW,2016,-0.12322958922322698
5381,125334,KT109LY,2016,0.3643456096994554
5388,125347,GU266BH,2016,0.10894907693043134
5400,142490,GU11JY,2016,0.5384796093146991
5407,125402,RH56ST,2016,0.29469200985335775
5412,125411,TW179HX,2016,1.182775407891101
5420,125452,GU50AH,2016,0.5210662093531749
5423,125764,CV211EH,2016,0.016077610468967926
5424,137302,CV376BE,2016,0.5500885426223822
5429,137767,CV100BJ,2016,0.4165858095840284
5430,137691,CV227JT,2016,0.7358314755453086
5431,125790,CV78NU,2016,0.09153567696890672
5432,136907,CV346PJ,2016,1.0028369416220158
5433,136991,B956AF,2016,0.5965242758531137
5434,139937,CV91LZ,2016,0.7068091422761014
5435,136510,CV357HZ,2016,0.5268706760070161
5437,136158,CV107PD,2016,0.09734014362274825
5438,145019,B782LF,2016,-0.16966532245395888
5439,137771,CV116AA,2016,0.7184180755837843
5440,141277,CV213AG,2016,0.880943141891345
5442,138644,CV100NA,2016,-0.09420725595401969
5443,136459,B781QT,2016,0.09734014362274825
5444,137235,CV379HA,2016,0.2656696765841504
5445,136786,B807QX,2016,0.25406074327646777
5446,134464,CV91AE,2016,0.29469200985335775
5447,125756,CV326NB,2016,0.9157699418143939
5448,139936,CV129EA,2016,0.5326751426608576
5449,136986,B463EX,2016,0.20182054339189473
5450,137770,CV346XR,2016,0.48623940943012606
5451,125787,CV239PX,2016,-0.11742512256938543
5452,125788,CV344HJ,2016,-0.3321903887615195
5453,125781,CV346PP,2016,0.3004964765071993
5454,137781,CV79AH,2016,0.120558010238114
5456,139419,CV108JH,2016,0.8112895420452478
5457,125806,CV346DX,2016,-2.1489884514138957
5458,141836,CV107EX,2016,-2.2999045844137735
5460,137172,B496QQ,2016,-2.276686717798408
5462,132202,CV376TQ,2016,-2.253468851183042
5464,125794,CV79HP,2016,-2.137379518106213
5465,137236,CV379DH,2016,-2.1838152513369447
5466,125738,CV470JW,2016,-2.2999045844137735
5467,125774,CV325TW,2016,-2.3347313843368225
5468,125775,CV325RD,2016,-2.2476643845292004
5469,125748,CV326RD,2016,-2.3231224510291395
5471,140371,CV226EA,2016,-2.2650777844907246
5472,125734,CV350JX,2016,-2.015485718375542
5473,136587,CV225ET,2016,-2.253468851183042
5474,138767,CV364DY,2016,-2.1664018513754204
5475,136595,CV227RE,2016,-2.3173179843752982
5477,136622,B495ED,2016,-2.2650777844907246
5478,125777,CV225EH,2016,-2.2708822511445663
5480,137766,CV311QH,2016,-2.154792918067737
5483,139109,BN147AR,2016,-2.288295651106091
5484,137416,RH175DP,2016,-1.9458321185294447
5485,126136,BN69JS,2016,-2.0793348515677983
5486,134042,RH107XW,2016,-2.2360554512215174
5487,137096,PO209EH,2016,-1.9516365851832862
5488,140199,PO203UE,2016,-2.1605973847215787
5489,126102,PO220EN,2016,-2.1489884514138957
5490,137782,PO215LH,2016,-1.620781985914323
5491,138620,RH105AD,2016,-2.2360554512215174
5495,126141,RH194PR,2016,-2.1664018513754204
5496,126170,BN176HY,2016,-2.3289269176829808
5497,140472,PO193LT,2016,-2.2302509845676766
5513,126155,PO195PA,2016,-1.9284187185679205
5515,142089,RH159EA,2016,-2.2708822511445663
5520,126157,RH110DX,2016,-2.253468851183042
5525,126112,BN436YW,2016,-2.2650777844907246
5535,126088,RH191QY,2016,-2.2302509845676766
5540,126092,BN443RX,2016,-2.3289269176829808
5541,126124,BN443TF,2016,-2.1431839847600545
5542,126139,RH175RD,2016,-1.881982985337189
5544,126066,RH135HR,2016,-2.20703311795231
5545,126156,PO189NW,2016,-2.2824911844522493
5547,126096,BN125AF,2016,-2.2941001177599323
5549,126089,RH193TY,2016,-1.986463385106335
0,100049,NW32BQ,2017,-0.21610105568469037
1,100050,NW51RL,2017,-0.3844305886460926
3,100051,NW11RX,2017,0.32371434312256503
4,100052,NW23RT,2017,-0.04777152272328819
5,100053,NW51UJ,2017,0.4281947428917115
6,100055,NW11LY,2017,-0.3147769887999953
7,100059,NW51RP,2017,-2.288295651106091
8,138245,SE184LH,2017,1.3278870742371374
9,100183,SE181QF,2017,-0.680458387992007
10,137473,SE38EP,2017,0.28308307654567505
12,100192,SE37QR,2017,1.351104940852503
13,100193,SE108HN,2017,0.8054850753914062
14,141716,SE92SU,2017,0.637155542430004
15,100277,E28LS,2017,0.2656696765841504
16,137442,E50RB,2017,-2.015485718375542
19,100285,E96LG,2017,1.1595575412757353
20,134693,E58JY,2017,0.7648538088145159
22,131609,E28BA,2017,-0.1754697891078
24,136137,N41SY,2017,-2.1141616514908472
25,141617,SW63ED,2017,0.637155542430004
28,131752,W120HR,2017,0.6197421424684795
29,136172,W129JD,2017,1.1131218080450034
30,143659,N193EU,2017,-2.137379518106213
31,100452,N52EQ,2017,0.38756347631482113
32,100453,N70JG,2017,0.2134294766995774
33,100455,N51AR,2017,-1.823938318798774
34,100457,N19QG,2017,-1.9922678517601766
36,100458,EC2A4SH,2017,-1.835547252106457
37,100459,N65LY,2017,-1.0925755204147505
38,134314,N78PG,2017,0.17279821012268745
40,100503,W106EL,2017,0.28308307654567505
41,135531,SW100AB,2017,0.3991724096225042
42,139659,SE17HS,2017,0.31210540981488233
43,100625,SE115QY,2017,-2.20703311795231
44,136450,SW90AL,2017,0.5791108758915895
45,144309,SE279BZ,2017,0.474630476122443
46,100637,SW120AB,2017,1.3569094075063448
47,100638,SW162HY,2017,0.9564012083912843
48,137966,SW23UP,2017,0.9680101416989669
49,100642,SE19NA,2017,-0.6340226547612753
51,137954,SW23PW,2017,0.8054850753914062
53,100742,SE62SE,2017,0.29469200985335775
54,100743,SE63QW,2017,0.7880716754298817
55,100748,SE146TJ,2017,-1.5221060527990184
56,100749,SE128PD,2017,0.5094572760454918
57,135843,SE137BN,2017,1.5194344738139058
58,135070,BR15EB,2017,-1.0925755204147505
61,138961,SE164UN,2017,1.3046692076217716
65,132711,SE220NR,2017,0.3991724096225042
66,135762,SW113DQ,2017,-0.37862612199225104
67,141808,SW185JR,2017,0.38756347631482113
69,138681,SW153DG,2017,-2.2476643845292004
70,138682,SW185JU,2017,0.6487644757376867
71,135316,SW152UT,2017,-0.10581618926170276
72,145126,NW80NL,2017,0.23084287666110204
73,101154,NW65SN,2017,0.039295477084333674
74,130912,W92DR,2017,0.2772786098918335
76,135242,NW16RU,2017,0.5152617426993333
77,135676,SW1V3AT,2017,0.6023287425069552
78,139791,IG110FU,2017,0.9331833417759181
79,141178,RM66SB,2017,0.10894907693043134
82,134798,HA88DE,2017,0.637155542430004
83,135507,N129HB,2017,-1.9168097852602373
84,145140,DA184DW,2017,0.3933679429686627
86,136720,DA161LB,2017,0.8170940086990889
87,136330,DA83BN,2017,-0.9822906539917627
88,138686,DA144JN,2017,-1.8587651187218233
89,136538,DA176HT,2017,1.1711664745834178
90,138650,DA67QB,2017,0.16118927681500436
93,135677,DA162PE,2017,-1.1796425202223724
94,138457,HA03NT,2017,0.5152617426993333
95,136656,HA30UH,2017,0.5442840759685407
96,137685,NW99JR,2017,-0.3089725221461538
97,138609,NW67BQ,2017,-0.27414572222310496
99,142560,HA30NB,2017,-2.224446517913835
100,101564,NW103RN,2017,-0.08259832264633701
101,139319,HA98NA,2017,-2.178010784683103
102,134226,NW103ST,2017,0.5326751426608576
104,137379,BR31QR,2017,0.7706582754683574
106,136709,BR75LJ,2017,0.24245180996878468
107,136464,BR75PS,2017,0.056708877045858294
108,136586,BR33BP,2017,0.3759545430071385
109,136517,BR28HP,2017,-0.007140256146397822
111,136467,BR76HE,2017,-0.27414572222310496
112,136545,TN163AU,2017,0.677786809006894
113,137006,BR33BE,2017,-0.21029658903084883
114,136355,BR68ER,2017,0.12636247689195554
115,141210,CR93AS,2017,-0.04196705606944665
116,142040,CR07NJ,2017,0.40497687627634577
118,138187,CR52EH,2017,-1.9806589184524934
119,101811,CR05JQ,2017,0.13797141019963863
120,101813,CR04BH,2017,0.9505967417374427
121,101814,CR92EE,2017,0.49784834273780876
122,138178,CR81EX,2017,0.010273143815126387
124,137754,CR78BT,2017,0.19601607673805319
130,135315,SE15UJ,2017,0.4398036761993942
133,138202,E12DA,2017,0.7126136089299429
134,100965,E33QW,2017,0.23084287666110204
135,100967,E20PX,2017,-0.13483852253091005
136,143629,E12JP,2017,-2.137379518106213
137,100969,E14SD,2017,-2.08513931822164
138,143379,E34FT,2017,0.9970324749681742
140,100973,E15DJ,2017,-1.7716981189142011
142,100974,E143DW,2017,0.3643456096994554
143,100977,E10RH,2017,-1.9632455184909692
144,100978,E10LB,2017,-0.0651849226848124
145,100979,E29LY,2017,0.5965242758531137
149,101247,RM81JT,2017,0.4920438760839676
150,139410,N111NP,2017,0.5907198091992721
151,139594,N28GA,2017,0.8635297419298208
153,101345,N113LS,2017,1.2872558076602472
154,144502,N208AZ,2017,0.48623940943012606
157,136658,EN48PU,2017,0.37015007635329694
159,137645,NW42HP,2017,0.5094572760454918
160,137386,NW74LL,2017,1.130535208006528
161,101362,N128TA,2017,0.4398036761993942
162,136308,N145RJ,2017,0.7300270088914671
163,101364,NW95PE,2017,0.19601607673805319
164,135747,EN49GE,2017,-0.5063243883767633
165,102058,EN14NP,2017,-0.7036762546073727
166,137094,EN26LN,2017,0.5791108758915895
168,135958,EN34PX,2017,0.3643456096994554
169,136147,N181NB,2017,0.6197421424684795
170,136157,N98DQ,2017,1.0608816081604304
171,102153,N89JF,2017,0.6313510757761626
172,102154,N88RN,2017,0.6835912756607355
173,144900,N170PG,2017,0.5500885426223822
176,137531,N112AZ,2017,0.35854114304561385
177,131757,N153QR,2017,0.25406074327646777
178,139616,N227ST,2017,0.7880716754298817
179,137204,HA36NR,2017,1.1363396746603691
180,137075,HA71PL,2017,0.32371434312256503
181,102777,E164DD,2017,0.2134294766995774
182,102778,E139AE,2017,-2.2360554512215174
183,136669,E63SQ,2017,0.3469322097379312
184,102782,E61DG,2017,-1.9458321185294447
185,102783,E138SJ,2017,-1.8007204521834084
190,138518,IG11FY,2017,-2.253468851183042
191,102849,IG50QW,2017,0.677786809006894
192,102851,E112JZ,2017,0.7242225422376259
193,140475,IG12UT,2017,0.3004964765071993
194,102854,IG87DQ,2017,1.3801272741217105
197,133306,B94US,2017,0.27147414323799196
198,103531,B169SL,2017,1.3975406740832348
200,103534,B218HH,2017,-2.0619214516062736
201,140524,B761QT,2017,0.880943141891345
202,103537,B235XA,2017,0.7358314755453086
203,103539,B449SR,2017,0.31210540981488233
204,103541,B277XY,2017,0.16118927681500436
205,103548,B109RX,2017,0.056708877045858294
207,136908,B757JT,2017,0.3643456096994554
208,136406,B277QG,2017,0.5384796093146991
209,138695,B169GD,2017,0.7242225422376259
210,136590,B301HW,2017,0.4165858095840284
211,103562,B301DY,2017,0.42239027623786995
212,135907,B74QR,2017,1.0840994747757962
213,137830,WS54PG,2017,-0.03035812276176357
214,104248,WS87QG,2017,-1.4466479862990793
215,142594,WV124QZ,2017,-0.03035812276176357
216,104255,WS90RN,2017,1.0899039414296376
217,104259,WV147BL,2017,-1.1332067869916407
218,136620,WS99PA,2017,0.97961907500665
219,137974,WS90BG,2017,-1.3769943864529819
221,133697,WS33LX,2017,0.3527366763917723
224,144278,WV108BY,2017,0.5094572760454918
225,145008,WV140LN,2017,0.5965242758531137
229,138355,CH486EQ,2017,0.3295188097764066
230,105103,CH458PJ,2017,-2.137379518106213
232,137815,CH443HS,2017,0.5268706760070161
233,105106,CH632PS,2017,1.1189262746988449
234,105107,CH628EH,2017,1.3394960075448201
235,139031,CH637LF,2017,0.8403118753144551
236,136411,CH434UY,2017,2.552629538197685
237,135877,CH431TY,2017,-0.6398271214151169
238,105252,BL53BZ,2017,0.9215744084682355
239,105253,BL79LT,2017,0.3004964765071993
240,142296,BL31BT,2017,0.27147414323799196
241,143772,BL40DH,2017,0.677786809006894
243,140500,BL16JS,2017,0.14377587685348017
244,105262,BL66HW,2017,1.629719340236893
245,135661,M503UQ,2017,-0.2335144556462146
246,145133,SK57HD,2017,1.9605739395058563
248,106135,SK26BW,2017,-0.14644745583859273
249,106136,SK63BX,2017,0.120558010238114
250,137923,SK75JX,2017,1.6065014736215277
251,106138,SK66LB,2017,0.7416359421991502
252,106139,SK72JT,2017,0.7126136089299429
253,137843,SK87JY,2017,1.7748310065829294
254,106142,SK86PZ,2017,-1.4002122530683476
255,106143,SK63BU,2017,0.32371434312256503
256,106144,SK42QP,2017,0.24825627662262623
257,135262,SK30UP,2017,0.43399920954555304
260,106266,OL59DP,2017,1.5948925403138445
262,137729,UB25HF,2017,0.8345074086606136
263,101932,W38EY,2017,0.5442840759685407
264,131310,W72AH,2017,-1.7484802522988352
265,101934,UB69AW,2017,-0.4656931217998729
266,101939,W71JJ,2017,1.7225908066983568
267,101940,UB12GU,2017,0.7590493421606743
268,101941,W30HW,2017,-2.3173179843752982
269,137221,W71EU,2017,-2.288295651106091
270,134369,UB55LQ,2017,1.4033451407370767
271,136327,EN11YQ,2017,0.8635297419298208
272,102048,EN26QG,2017,0.5268706760070161
273,102049,EN13HQ,2017,0.09153567696890672
274,102050,EN36TW,2017,0.27147414323799196
275,132256,N211QQ,2017,-1.7600891856065182
276,102053,N135TY,2017,0.28308307654567505
277,137199,HA86AN,2017,0.4165858095840284
280,137198,HA29AH,2017,-0.45408418849219023
284,137197,RM141SF,2017,2.244992805544088
285,137396,RM30TS,2017,0.4630215428147603
286,136576,RM137BB,2017,0.45141260950707723
288,143428,RM139XD,2017,-1.2609050533761528
289,143946,RM124AJ,2017,0.5268706760070161
293,138326,RM12RR,2017,0.7010046756222598
294,136663,RM124YB,2017,0.7590493421606743
295,136090,RM39XR,2017,-1.5104971194913355
296,145121,UB83GA,2017,0.7184180755837843
297,140748,HA40BY,2017,0.880943141891345
298,137407,HA48EE,2017,0.2656696765841504
301,136519,HA52LX,2017,1.2524290077371982
302,136711,HA40LS,2017,0.09734014362274825
303,136768,UB82PR,2017,-0.6572405213766412
304,137829,HA61QN,2017,0.20182054339189473
306,137925,UB108QY,2017,-2.2302509845676766
307,102449,UB100EX,2017,-0.1406429891847516
308,136631,UB100EJ,2017,0.49784834273780876
309,102451,UB31PB,2017,-2.038703584990908
310,137844,UB49LE,2017,0.28308307654567505
311,135004,UB96ET,2017,1.1769709412372595
313,139095,TW80PG,2017,-2.1431839847600545
314,138924,TW50QR,2017,0.37015007635329694
317,136522,TW59PD,2017,-1.4756703195682868
318,137940,TW75LJ,2017,0.4920438760839676
320,137995,TW33EJ,2017,0.016077610468967926
321,137928,TW76XF,2017,-2.1257705847985298
322,102545,TW89LB,2017,0.5326751426608576
323,137848,KT33TU,2017,-1.823938318798774
324,137917,KT65AS,2017,0.9564012083912843
325,137060,KT67EY,2017,-0.21610105568469037
326,137299,KT35PE,2017,0.04509994373817521
327,137859,KT36NU,2017,-0.012944722800239363
328,137678,KT64TU,2017,-0.1406429891847516
329,138495,SM46DU,2017,0.7010046756222598
331,102674,SW200JL,2017,-1.0403353205301773
332,102679,SW209AD,2017,1.374322807467869
333,102681,SW194NS,2017,-1.6149775192604818
334,102683,SW208HA,2017,0.2598652099303093
335,134003,CR41SF,2017,-2.021290185029384
339,140373,E62PS,2017,-0.19868765572316618
340,143274,E79BB,2017,0.09734014362274825
341,102776,E126JB,2017,0.677786809006894
342,102857,IG26HX,2017,-0.5063243883767633
343,102858,RM81XE,2017,-1.986463385106335
344,133405,IG27PQ,2017,0.45141260950707723
345,102860,IG80TP,2017,0.8228984753529305
346,102861,IG63HB,2017,-0.37862612199225104
348,143419,TW123HB,2017,0.7532448755068332
351,138651,TW13BB,2017,0.9099654751605524
352,138460,TW119PJ,2017,0.5616974759300649
355,138461,TW25LH,2017,-2.3231224510291395
356,102929,TW106HW,2017,-0.07679385599249548
357,136208,SW148RG,2017,-0.2044921223770073
358,136799,SM51RW,2017,0.24245180996878468
359,136797,SM52QX,2017,0.6313510757761626
362,136756,SM26TQ,2017,0.7706582754683574
364,136785,SM38PW,2017,0.37015007635329694
365,103013,SM53PS,2017,-1.9922678517601766
366,103080,E113NN,2017,-1.1506201869531651
367,138859,E48SG,2017,0.5094572760454918
369,139293,E114AB,2017,0.4165858095840284
371,103097,E46ES,2017,0.637155542430004
373,103101,E111JD,2017,0.5675019425839064
375,103105,E178DN,2017,0.18440714343037012
376,133287,E107LX,2017,0.5907198091992721
377,103106,E173EA,2017,0.050904410392016756
378,137558,E49PJ,2017,-0.9880951206456043
379,138691,E47LT,2017,0.9622056750451253
380,132727,E175DP,2017,0.38756347631482113
381,138200,B31SJ,2017,-0.012944722800239363
383,138586,B192LF,2017,0.7822672087760405
386,140014,B112QG,2017,-1.52791051945286
387,103483,B368EY,2017,-2.3057090510676153
388,141668,B95RX,2017,1.0376637415450645
390,145120,B178BJ,2017,0.48043494277628457
392,136592,B178QB,2017,-1.086771053760909
393,106537,WN58NU,2017,0.828702942006772
394,106540,WN49PF,2017,0.24245180996878468
396,139210,S713EW,2017,0.2772786098918335
397,139211,S728RE,2017,-0.5643690549151779
398,140979,S749HX,2017,0.7648538088145159
399,143907,S738FE,2017,0.637155542430004
400,136404,S706PD,2017,-0.03035812276176357
401,131749,S703DL,2017,1.0028369416220158
402,137066,DN76JH,2017,1.2640379410448814
403,140177,DN48ND,2017,0.120558010238114
404,141354,S649SD,2017,0.6603734090453698
405,143938,DN25QD,2017,-0.053575989377129735
408,137472,DN59DD,2017,0.5500885426223822
410,107440,BD21JP,2017,0.4281947428917115
411,140204,BD96RB,2017,0.12636247689195554
412,130909,BD57RR,2017,0.3817590096609796
413,135367,BD47QJ,2017,0.3004964765071993
415,107561,HX39LG,2017,0.6081332091607968
416,107562,HX75QN,2017,0.6719823423530524
418,107564,OL147DG,2017,0.6545689423915283
419,140326,HX20BA,2017,0.6429600090838452
421,137036,HX38TL,2017,0.8635297419298208
422,137521,HX50QG,2017,0.37015007635329694
423,136604,HD62NY,2017,0.677786809006894
426,138950,WF26EQ,2017,0.4456081428532357
428,140035,NE109UZ,2017,-0.1116206559155443
429,141185,NE403AH,2017,0.5384796093146991
430,137942,DH32LP,2017,-2.20703311795231
431,137360,NE165AR,2017,-0.09420725595401969
433,137851,NE214BQ,2017,0.021882077122809467
434,108524,NE159TP,2017,0.49784834273780876
435,138120,NE33RU,2017,0.6429600090838452
436,108531,NE77DP,2017,0.3179098764687239
438,137900,NE157PX,2017,0.6313510757761626
440,108627,NE303RZ,2017,0.5500885426223822
441,137300,BS226BP,2017,-2.2824911844522493
442,136708,BS233QP,2017,0.3527366763917723
443,141042,BS153LA,2017,1.1131218080450034
444,141341,BS353LA,2017,-2.2302509845676766
445,141665,BS308TS,2017,-2.1954241846446276
446,142008,BS169LH,2017,1.147948607968052
447,145124,BS324AJ,2017,0.2656696765841504
448,145135,BS374DX,2017,-0.024553656107922442
450,137753,BS329BS,2017,0.3933679429686627
451,139348,BS351HT,2017,0.776462742122199
453,109319,BS377LB,2017,0.23084287666110204
454,139345,BS166XA,2017,0.8519208086221377
455,109324,BS376EW,2017,0.2888875431995166
456,135944,BS361JL,2017,0.8867476085451865
459,109713,LU27UX,2017,-1.5743462526835914
