,URN,Absence,YEAR,Postcode
32017,116637,8.0,2018,SO454RQ
32018,116639,9.3,2018,PO107NN
32019,116640,8.0,2018,GU148SN
32020,116641,7.6,2018,SP101HR
32022,140732,20.2,2018,SO317NL
32023,131068,8.7,2018,GU350HA
32071,139714,5.7,2018,PO15PF
32072,140605,6.6,2018,PO36RB
32073,141175,6.7,2018,PO40DL
32074,141875,6.2,2018,PO29RJ
32075,143430,4.8,2018,PO29DU
32076,144192,6.2,2018,PO61QY
32077,116462,12.6,2018,PO64QP
32078,116463,6.1,2018,PO20RH
32079,140697,7.2,2018,PO35XT
32081,116505,3.9,2018,PO11RX
32082,135965,7.4,2018,PO54HL
32084,143828,8.8,2018,PO62RY
32086,135308,38.7,2018,PO28RA
32141,116450,5.8,2018,SO164GW
32142,116451,6.2,2018,SO198PH
32143,116453,6.5,2018,SO169RJ
32144,116454,9.3,2018,SO199QP
32145,137037,4.3,2018,SO157QU
32146,116458,5.1,2018,SO181BU
32147,116465,8.9,2018,SO185FW
32148,116469,5.5,2018,SO163GJ
32149,116507,4.3,2018,SO163DQ
32150,138476,5.0,2018,SO152WZ
32151,135628,6.4,2018,SO168FA
32152,135629,5.5,2018,SO199NA
32154,144205,9.1,2018,SO167LT
32156,116624,20.2,2018,SO152FH
32384,137799,5.7,2018,LE128JU
32385,138821,5.8,2018,LE674UW
32386,137161,5.5,2018,LE167JG
32387,137317,13.9,2018,LE673TN
32389,141012,10.9,2018,LE174EW
32390,138327,6.5,2018,LE97PD
32392,141682,8.0,2018,LE101LE
32393,137367,4.5,2018,LE111NH
32394,137115,5.0,2018,LE174QH
32395,138108,4.6,2018,CV130JT
32396,137170,5.8,2018,LE169DR
32397,139442,4.8,2018,LE679TB
32398,141874,6.4,2018,LE114SQ
32399,138079,6.3,2018,LE48GQ
32400,143844,8.1,2018,LE33BD
32401,140103,4.7,2018,LE102QE
32403,140787,5.4,2018,LE44GH
32405,137828,6.0,2018,LE77EB
32407,138819,4.9,2018,NG130AX
32408,138155,5.0,2018,LE25TQ
32409,137120,5.2,2018,LE24FU
32410,137617,5.1,2018,LE131LH
32411,139624,4.9,2018,LE25TP
32412,137969,5.1,2018,LE99JL
32413,137983,6.5,2018,LE71LY
32415,138627,6.0,2018,LE60GE
32416,137968,6.4,2018,LE100EP
32417,138529,7.3,2018,LE85PR
32418,137540,5.3,2018,LE80LG
32419,120274,6.4,2018,LE129DB
32420,138527,5.6,2018,LE96PT
32421,137401,4.2,2018,LE112ST
32422,138150,6.0,2018,LE174EW
32423,137640,5.1,2018,LE128DY
32424,138521,5.5,2018,LE194AQ
32425,138833,6.2,2018,LE651DT
32426,138298,6.0,2018,LE114SQ
32427,138290,5.1,2018,CV136HT
32428,138628,5.6,2018,LE130BN
32429,137931,5.3,2018,LE184TA
32430,137984,6.0,2018,LE182DT
32431,120348,8.3,2018,LE128QY
32432,138935,9.0,2018,LE182DS
32435,134640,10.5,2018,LE131HA
32436,138156,7.2,2018,LE100EA
32519,138869,4.1,2018,LE55LL
32520,143857,6.9,2018,LE26FU
32521,144479,7.4,2018,LE26UA
32522,131945,6.4,2018,LE36DN
32523,144629,7.8,2018,LE51RT
32524,120277,5.7,2018,LE55FT
32525,120279,5.5,2018,LE26FU
32526,120281,6.4,2018,LE40FL
32527,141916,4.2,2018,LE47AN
32528,120286,4.7,2018,LE47GY
32529,120287,5.0,2018,LE56HP
32530,120292,5.9,2018,LE20TU
32531,143247,5.7,2018,LE40SZ
32532,120297,5.7,2018,LE56LN
32533,120298,7.1,2018,LE31AH
32534,120306,3.6,2018,LE40FJ
32535,120307,4.7,2018,LE56HN
32536,129645,3.5,2018,LE55LL
32537,138094,17.8,2018,LE54PY
32539,120362,19.6,2018,LE26DW
32541,130371,9.0,2018,LE32FD
32542,131187,23.3,2018,LE51FG
32561,136629,4.3,2018,LE159TJ
32562,137340,4.1,2018,PE94AT
32563,136530,3.5,2018,LE156RP
32859,137100,7.3,2018,WS152UE
32860,137146,5.6,2018,B798AH
32861,137164,5.4,2018,WS124JH
32862,138435,5.3,2018,B772NE
32863,138351,9.0,2018,ST195PH
32864,141342,5.6,2018,DY76AA
32865,141343,5.7,2018,WV58BJ
32866,141700,6.1,2018,ST71DP
32867,142015,7.1,2018,ST59JU
32868,124391,5.6,2018,DE159RT
32869,124392,5.2,2018,DE143DR
32870,145047,5.3,2018,ST78AP
32871,136323,3.8,2018,DE138AZ
32872,124395,7.9,2018,WS119SP
32873,124396,5.9,2018,ST119PW
32874,142313,5.3,2018,WS121DH
32875,124399,5.0,2018,ST90HP
32876,124400,5.6,2018,WV81PQ
32877,124401,6.0,2018,ST99EE
32878,124402,9.6,2018,WS66LQ
32879,139708,5.0,2018,ST74DL
32880,142711,8.4,2018,ST136EU
32881,142755,6.9,2018,ST138NP
32882,124408,5.2,2018,WS149EE
32883,124409,6.0,2018,WS137NB
32884,140154,4.5,2018,CW39JJ
32885,140470,6.4,2018,ST57LP
32886,142278,6.2,2018,ST53DN
32887,142277,5.3,2018,ST52QS
32888,124415,6.0,2018,ST195RX
32889,142987,4.3,2018,ST170LJ
32890,140123,6.9,2018,ST158DT
32891,138936,6.4,2018,B775LF
32892,124422,5.2,2018,WS137EW
32895,124425,5.9,2018,WS67JQ
32897,137356,4.2,2018,ST87AR
32900,144002,5.7,2018,ST148DU
32901,136959,6.0,2018,ST101LH
32903,138728,4.6,2018,B799AA
32906,136414,6.7,2018,DE130LL
32907,143899,5.8,2018,WS72DB
32908,142983,5.8,2018,ST161NR
32909,124445,5.6,2018,ST179YJ
32910,137553,5.1,2018,ST180YG
32911,124449,6.1,2018,DE150JL
32916,142193,6.4,2018,ST179AB
32917,138729,3.4,2018,ST101LH
32920,124459,6.5,2018,DE159SD
32921,140802,4.6,2018,ST52SJ
32924,137384,5.3,2018,WS111JT
32925,124467,7.1,2018,ST179DJ
32926,124468,5.6,2018,WS114AW
32927,136886,4.3,2018,WS73QW
32928,136136,6.6,2018,B774FF
32929,139234,4.6,2018,ST145JX
32931,140997,13.1,2018,ST216JR
32934,124504,6.5,2018,DE130HB
32936,124508,8.6,2018,WS124JS
32937,142170,21.0,2018,ST148RS
32938,141448,11.3,2018,ST52TF
32939,141449,8.6,2018,ST52EY
32949,124521,11.4,2018,WS136PJ
32951,144209,7.1,2018,WV68DA
33023,136824,6.4,2018,ST42RR
33024,138256,24.9,2018,ST61JJ
33025,139068,6.0,2018,ST45JJ
33026,139590,18.8,2018,ST61JJ
33027,142186,5.9,2018,ST37DF
33028,140633,4.9,2018,ST16LG
33029,144558,5.1,2018,ST48PQ
33030,124390,7.2,2018,ST28DD
33031,138549,6.5,2018,ST67AB
33032,140149,5.5,2018,ST66LZ
33033,136680,6.7,2018,ST66JZ
33034,136681,6.3,2018,ST20GA
33035,140304,5.1,2018,ST32NJ
33036,136460,3.0,2018,ST45NT
33037,136102,5.0,2018,ST64LD
33038,136145,6.7,2018,ST33JD
33039,124498,18.9,2018,ST119JG
33040,124500,7.4,2018,ST35PP
33041,124501,12.3,2018,ST66JZ
33231,131969,5.8,2018,SN153XB
33232,144388,5.4,2018,SP11RE
33233,138885,7.8,2018,BA140DJ
33234,141964,9.9,2018,SP27EU
33235,144389,6.3,2018,SP53HN
33236,146344,7.9,2018,SN126QZ
33237,141911,6.9,2018,SN126QZ
33238,137308,4.9,2018,SN160DF
33239,136611,5.2,2018,SN139DF
33240,136911,4.4,2018,SN47HG
33241,126458,6.0,2018,SP47ND
33242,143005,8.0,2018,SP48HH
33243,137230,4.6,2018,BA129DR
33244,138020,5.9,2018,BA149EH
33245,137827,5.1,2018,SP11RD
33246,137057,5.2,2018,BA151DZ
33247,126473,6.0,2018,SP11QY
33265,137375,5.1,2018,BA149EN
33266,136389,4.6,2018,SN104EB
33267,136849,5.8,2018,SN95EW
33268,136632,6.4,2018,SN146HJ
33269,138623,5.6,2018,SN84AX
33270,137650,7.6,2018,SN118YH
33271,142316,5.0,2018,SN54AT
33272,138630,6.9,2018,SN103AG
33273,136391,4.3,2018,SP13JJ
33274,136500,4.6,2018,SP12ED
33275,136296,5.3,2018,SN146RJ
33276,126510,5.5,2018,BA133QH
33277,135804,7.2,2018,SP119RR
33278,136183,7.8,2018,SP29HS
33279,145198,14.9,2018,SN110DS
33281,126550,22.7,2018,SN105EF
33343,144773,7.3,2018,SN31ER
33344,145139,8.3,2018,SN27SH
33345,145155,6.3,2018,SN15ET
33346,137684,7.6,2018,SN35DA
33347,136860,4.5,2018,SN67BZ
33348,140515,5.9,2018,SN22NQ
33349,137264,5.3,2018,SN56HN
33350,131196,5.8,2018,SN252ND
33355,136980,4.9,2018,SN33LR
33356,137190,5.3,2018,SN14JE
33357,137160,4.7,2018,SN49DJ
33358,135364,5.2,2018,SN21JR
33360,126547,39.2,2018,SN27AS
33361,126549,7.5,2018,SN27HJ
33396,142577,5.7,2018,RG127BA
33397,145244,4.0,2018,RG457HZ
33398,110068,5.3,2018,GU470SD
33399,110069,5.7,2018,RG422AD
33400,110071,6.6,2018,RG128FS
33401,137267,3.3,2018,RG129DA
33402,110190,8.0,2018,RG422EX
33449,138879,4.5,2018,SL62QB
33450,139971,5.9,2018,SL63LE
33452,138823,5.3,2018,SL59QY
33453,142357,4.2,2018,SL65JB
33454,141844,5.9,2018,SL45EH
33455,141852,6.1,2018,SL43RT
33456,137740,4.3,2018,SL67NQ
33457,137695,5.3,2018,SL63AX
33460,133580,5.8,2018,SL39JQ
33461,138342,7.2,2018,SL64PU
33464,110183,9.9,2018,SL63EQ
33530,139938,5.7,2018,RG75DA
33531,142822,6.4,2018,RG170AN
33532,145945,6.0,2018,RG75DA
33533,110048,4.4,2018,RG73XJ
33534,136733,4.9,2018,RG146NQ
33535,136647,4.4,2018,RG194LL
33536,110063,5.3,2018,RG315TY
33537,138525,4.7,2018,RG142DU
33540,137465,4.6,2018,RG146JP
33541,137777,5.7,2018,RG316XY
33542,110102,4.4,2018,RG206AD
33543,110180,5.2,2018,RG143BQ
33545,110186,8.1,2018,RG316SW
33585,139268,5.3,2018,RG15RQ
33588,144610,4.7,2018,RG27PY
33589,136307,4.9,2018,RG48LR
33590,136449,2.8,2018,RG15LW
33591,136876,9.7,2018,RG304EX
33592,110107,5.4,2018,RG303EP
33593,136448,3.3,2018,RG15BN
33594,130247,9.2,2018,RG28AF
33595,139728,8.6,2018,RG304BZ
33596,137435,7.8,2018,RG304BZ
33597,110189,25.5,2018,RG27AY
33621,140156,5.0,2018,SL25AY
33622,141009,4.2,2018,SL37UX
33623,141970,3.2,2018,SL14AA
33625,137259,4.7,2018,SL13AH
33626,143327,5.9,2018,SL21QE
33627,110078,6.1,2018,SL25QP
33628,137287,5.7,2018,SL12PU
33629,110084,3.5,2018,SL37AF
33630,143803,4.1,2018,SL25HW
33638,136521,3.6,2018,SL37QS
33639,137726,3.7,2018,SL13BW
33640,136420,3.5,2018,SL37PR
33641,138012,5.2,2018,SL15AH
33642,135631,4.9,2018,SL37EF
33644,110185,11.8,2018,SL23AE
33698,138367,5.4,2018,RG71ER
33700,136880,4.6,2018,RG411EE
33701,110059,4.2,2018,RG401SS
33702,110060,6.2,2018,RG411JP
33703,139853,4.7,2018,RG415NE
33704,110062,5.8,2018,RG53EU
33705,136637,4.7,2018,RG67HS
33706,142166,6.6,2018,RG54RF
33707,136891,3.9,2018,RG108DS
33708,143862,17.6,2018,RG402HR
33709,110181,9.2,2018,RG401TT
33919,137867,7.5,2018,PE132SE
33921,136677,4.8,2018,CB259DL
33922,139272,6.4,2018,PE159PX
33923,137826,4.3,2018,CB249LX
33924,139401,4.8,2018,CB42JF
33925,139408,5.3,2018,CB236FR
33926,136580,5.4,2018,CB244RS
33927,140265,5.4,2018,CB20SZ
33930,142035,6.8,2018,CB18NN
33931,143404,4.7,2018,CB62SH
33932,136636,5.2,2018,CB11EH
33933,136887,4.6,2018,CB43NY
33934,136650,8.1,2018,CB13RJ
33935,137434,5.0,2018,CB248UA
33936,137527,6.7,2018,SG86EF
33937,138177,5.6,2018,PE166UU
33938,138053,5.2,2018,PE71XB
33939,137547,5.8,2018,CB62JA
33940,137305,4.8,2018,PE276RR
33941,137187,5.9,2018,PE192SH
33942,137475,5.2,2018,PE293BN
33943,137924,4.3,2018,CB13TD
33944,137377,4.0,2018,PE261DG
33950,137427,5.1,2018,SG85NJ
33951,136974,5.6,2018,PE285TQ
33952,136463,4.1,2018,CB237DU
33953,136775,5.0,2018,CB223BP
33954,136992,4.9,2018,PE191LQ
33955,137248,7.1,2018,PE297DD
33956,136610,5.1,2018,CB75AA
33957,136442,4.1,2018,CB214JB
33960,142932,24.7,2018,PE191EA
33963,144055,7.9,2018,PE132JH
33965,134937,8.5,2018,CB214NN
33967,137594,17.5,2018,CB248UA
34026,137082,6.9,2018,PE27EA
34027,137880,6.0,2018,PE73BY
34028,139082,4.8,2018,PE15LQ
34029,142902,5.4,2018,PE14DZ
34031,145051,5.7,2018,PE46HX
34032,110882,7.1,2018,PE46JT
34033,141300,5.5,2018,PE78BF
34035,136398,5.0,2018,PE12UE
34036,110899,6.0,2018,PE39PY
34037,110907,6.2,2018,PE15JN
34038,136266,4.9,2018,PE67JX
34039,135263,4.8,2018,PE12UW
34040,135980,4.7,2018,PE25RQ
34041,138271,7.6,2018,PE15LQ
34045,135386,30.6,2018,PE15GZ
34095,138198,5.0,2018,WA71QU
34098,136779,5.4,2018,WA74SY
34099,139368,4.9,2018,WA87TD
34100,111457,6.1,2018,WA87DW
34101,135731,7.1,2018,WA75YH
34102,136185,7.9,2018,WA76EP
34105,111515,10.3,2018,WA87HG
34176,138562,2.6,2018,WA14PF
34177,139072,6.8,2018,WA20LN
34178,139196,4.6,2018,WA28PX
34179,142899,6.7,2018,WA27NG
34180,144799,6.2,2018,WA41JL
34181,145157,6.4,2018,WA52BY
34182,111430,4.8,2018,WA35HH
34183,139152,4.6,2018,WA53AA
34184,139840,5.8,2018,WA37PT
34185,141598,6.1,2018,WA43AE
34186,138732,4.9,2018,WA130RB
34187,111454,5.1,2018,WA51HG
34188,111456,6.1,2018,WA41RX
34192,111501,14.2,2018,WA14JL
34499,139553,6.5,2018,EX349JB
34500,139661,8.6,2018,EX45AD
34501,136646,6.2,2018,EX173LU
34502,136912,5.4,2018,EX141QT
34503,136673,5.2,2018,EX111RA
34504,139682,6.0,2018,EX26AP
34506,136638,6.4,2018,EX53AJ
34507,113502,5.9,2018,EX151DX
34508,113503,4.8,2018,EX109LG
34509,136612,6.7,2018,EX83AF
34512,142805,5.2,2018,EX48NN
34513,141749,8.3,2018,TQ122QA
34514,142124,6.4,2018,TQ137EW
34515,142540,7.9,2018,EX393AR
34516,144392,4.8,2018,EX135EA
34517,145404,4.5,2018,EX29JU
34518,138041,4.0,2018,EX332BP
34522,113512,5.8,2018,EX364LA
34523,113514,6.0,2018,EX329AX
34525,113518,6.4,2018,EX70BY
34526,136569,6.9,2018,TQ137EW
34527,113520,7.9,2018,TQ95JX
34528,136367,5.3,2018,TQ71PL
34529,137176,6.8,2018,TQ121PT
34530,136495,4.9,2018,TQ149HZ
34531,145336,6.1,2018,PL198DD
34532,145337,6.3,2018,EX201PW
34533,136336,5.5,2018,PL210JA
34535,113550,6.4,2018,EX13RD
34536,113553,4.5,2018,EX25AP
34537,136366,3.9,2018,EX246HN
34538,136494,6.2,2018,TQ123JG
34539,137124,5.3,2018,TQ122NF
34540,136287,3.4,2018,EX153AG
34541,136200,6.4,2018,TQ69HW
34543,113634,6.4,2018,EX26JB
34545,113636,14.4,2018,EX41TA
34551,113654,13.4,2018,EX24NF
34552,113656,14.7,2018,EX79SF
34553,131552,12.3,2018,EX388QQ
34623,139432,8.4,2018,PL14RL
34625,140693,6.5,2018,PL53AG
34626,142116,11.3,2018,PL68BH
34627,144760,4.6,2018,PL34BD
34628,136588,3.7,2018,PL23DL
34629,113532,4.1,2018,PL46HT
34630,113533,6.9,2018,PL54AA
34631,136556,5.8,2018,PL72RS
34632,136557,5.6,2018,PL74LT
34633,136568,4.8,2018,PL99AZ
34634,136558,5.7,2018,PL98ES
34635,140104,5.4,2018,PL65YB
34636,137206,6.4,2018,PL68UN
34637,136668,6.4,2018,PL47PG
34638,136626,6.7,2018,PL34BD
34639,140737,4.9,2018,PL65HN
34640,136496,4.1,2018,PL15QP
34641,136142,7.1,2018,PL53NE
34642,136166,8.8,2018,PL52AF
34646,113648,4.7,2018,PL54DZ
34647,113649,15.1,2018,PL52EF
34648,113650,7.7,2018,PL71JB
34679,138370,6.4,2018,TQ27NU
34680,138863,6.5,2018,TQ33WA
34681,136506,4.5,2018,TQ27DY
34682,136388,4.5,2018,TQ50LN
34683,113526,5.5,2018,TQ13PE
34684,137755,7.2,2018,TQ59HF
34685,113551,7.7,2018,TQ14RN
34687,136321,4.3,2018,TQ27EL
34688,143552,30.1,2018,TQ32AL
34689,139540,5.9,2018,TQ28NL
35088,136555,5.1,2018,IG102BQ
35089,137152,4.4,2018,CM08QB
35090,138239,4.6,2018,CM159DA
35091,138865,4.2,2018,SS155NX
35092,139248,5.3,2018,CO92HR
35093,139271,4.7,2018,CM179LR
35094,139402,5.4,2018,CM73NR
35095,139534,4.7,2018,SS69BZ
35096,140570,18.3,2018,CM203EZ
35097,141214,6.7,2018,SS165BA
35098,141328,4.7,2018,CM248TZ
35100,143639,8.8,2018,SS72TD
35101,137937,6.2,2018,CO28NJ
35102,145050,4.8,2018,CM165JB
35103,145061,5.8,2018,CO123TG
35104,139153,5.3,2018,CO93QH
35105,145474,5.5,2018,CM144JF
35106,137445,4.9,2018,CM186JH
35107,137694,4.6,2018,CM202NR
35108,137552,4.9,2018,CM187NQ
35109,136904,4.5,2018,CM29RZ
35110,136729,6.8,2018,CO61PZ
35111,137013,5.3,2018,CM71WY
35112,139179,5.6,2018,CM75XP
35113,137048,5.1,2018,CM120RT
35114,136863,4.0,2018,CM29ES
35115,115235,5.6,2018,IG103JA
35116,115237,5.1,2018,SS142LA
35117,115238,5.5,2018,CM14BS
35174,137790,5.4,2018,CM96AB
35175,136577,3.7,2018,SS71RQ
35176,137619,5.8,2018,CO34QS
35177,136758,5.4,2018,IG75BT
35178,115322,4.5,2018,SS118LY
35179,139181,6.2,2018,SS120LZ
35180,136776,4.5,2018,CB114UH
35181,136412,3.8,2018,CM11RW
35182,136642,3.6,2018,CM13SX
35183,137241,5.9,2018,CO50EW
35184,136342,6.2,2018,EN91LF
35185,137874,4.6,2018,CM16LY
35186,136579,4.7,2018,SS75RN
35187,141498,7.0,2018,SS87FH
35188,140308,5.5,2018,SS89QS
35189,136868,6.4,2018,SS41TL
35190,141841,5.3,2018,SS68EB
35191,136625,5.1,2018,IG102LD
35192,136605,6.3,2018,CM35JU
35193,137260,5.5,2018,CM17ER
35194,137188,6.7,2018,CO130AZ
35195,136875,5.6,2018,CM132HG
35196,138734,4.9,2018,CB113TR
35197,137926,3.5,2018,CO49PU
35198,137727,5.2,2018,CM40DJ
35199,137814,4.0,2018,CO33ND
35200,138084,4.9,2018,CO156DZ
35201,137944,5.6,2018,CO33LE
35202,137515,2.4,2018,CO33US
35203,137072,7.7,2018,CM13ET
35204,137975,5.6,2018,CM62AU
35205,137058,5.6,2018,CM186AA
35206,137429,5.4,2018,CO70QL
35207,138834,5.3,2018,CM144EX
35208,137927,4.8,2018,CO30QA
35209,137240,5.9,2018,CM27AQ
35210,115382,4.6,2018,CO33US
35211,137877,5.1,2018,CM158RY
35212,136861,5.5,2018,CM129LH
35213,137945,5.4,2018,CO112BW
35215,135651,5.4,2018,CM82SD
35216,135652,4.6,2018,SS55HG
35217,135653,5.3,2018,CM81EP
35219,135897,7.6,2018,SS133HL
35220,135957,8.8,2018,CO153JL
35221,136195,7.1,2018,CO43JL
35222,141512,19.2,2018,CO45PA
35224,141945,12.3,2018,CM159DA
35225,142612,27.8,2018,CM111HN
35229,144897,6.2,2018,CO33QJ
35230,115457,7.1,2018,SS73UQ
35232,141765,9.3,2018,SS120PW
35237,137554,6.0,2018,CM28RW
35238,143589,9.3,2018,CO77ET
35275,141741,7.2,2018,SS00RT
35276,142077,7.3,2018,SS24BU
35277,137733,4.2,2018,SS39LL
35278,132762,6.8,2018,SS24UY
35281,136272,2.9,2018,SS00BP
35282,137284,3.9,2018,SS95UU
35283,136490,3.2,2018,SS00BS
35284,136444,4.3,2018,SS24UZ
35285,138174,5.3,2018,SS93TG
35286,136443,3.3,2018,SS00RG
35287,137310,4.5,2018,SS00BW
35288,137312,4.5,2018,SS07JS
35289,138044,5.1,2018,SS94AW
35290,142940,26.3,2018,SS26PE
35292,144691,9.9,2018,SS24RL
35331,139578,5.5,2018,RM175LL
35332,143424,6.2,2018,SS170NS
35334,136387,5.1,2018,RM155AY
35335,137549,4.2,2018,RM166SA
35336,115239,3.5,2018,RM175UX
35339,137214,4.4,2018,RM163NJ
35340,136854,5.2,2018,SS178JT
35341,137456,4.1,2018,SS170NW
35342,133114,5.1,2018,RM164LU
35343,135960,5.5,2018,RM154RU
35344,144234,7.1,2018,RM162WU
35423,139895,43.0,2018,HR49HS
35424,137703,5.5,2018,HR74QS
35425,139189,5.6,2018,HR40RN
35426,116936,6.5,2018,HR11HY
35427,137073,6.4,2018,HR29HJ
35428,137608,6.0,2018,HR53AR
35429,116941,6.1,2018,HR68JJ
35430,140868,5.5,2018,HR20SG
35431,116952,5.3,2018,HR48ST
35432,136405,5.2,2018,HR69UW
35433,136803,5.4,2018,HR82HF
35434,136399,5.2,2018,HR97ET
35435,116991,5.5,2018,HR11UU
35436,116992,4.5,2018,HR14DR
35438,135662,8.2,2018,HR27NG
35439,135672,7.4,2018,HR28DL
35443,141487,17.0,2018,HR49NG
35623,135035,5.8,2018,DY121BL
35624,116928,7.0,2018,B601BA
35625,140292,6.6,2018,B603NL
35626,137162,5.0,2018,DY138AX
35627,136927,5.7,2018,WR90AA
35628,116932,6.9,2018,WR111DQ
35629,138505,5.9,2018,B980EN
35631,136898,3.5,2018,DY82XS
35632,141169,4.8,2018,WR158XA
35633,144367,6.2,2018,DY115PQ
35634,136924,4.9,2018,B475JW
35635,137625,5.7,2018,WR143NZ
35636,136925,5.7,2018,WR102BX
35637,138664,6.5,2018,B459EL
35646,136890,4.7,2018,WR24AF
35647,137051,5.1,2018,WR52LT
35648,136897,4.6,2018,WR66QA
35650,137167,6.2,2018,B988HB
35651,140731,7.4,2018,B987UH
35652,137101,6.1,2018,WR80BL
35653,138032,5.8,2018,DY101XA
35654,135061,5.9,2018,DY115XQ
35658,138107,4.5,2018,WR38LE
35659,141414,4.5,2018,DY82XL
35660,137186,5.9,2018,WR141WD
35664,141063,4.3,2018,B975LX
35666,116999,5.1,2018,WR52XD
35667,136469,5.9,2018,WR114QH
35669,141105,4.1,2018,DY102BY
35670,135913,5.0,2018,WR38HN
35671,140404,22.4,2018,B980HF
35672,117049,6.5,2018,B602EP
35673,140397,19.4,2018,WR13HZ
35677,117064,17.0,2018,WR52JX
35678,140261,7.0,2018,WR49JL
35680,135791,7.4,2018,DY116FA
36108,136923,5.3,2018,ME168AE
36109,137581,6.9,2018,DA100BZ
36110,137687,6.1,2018,ME104NL
36111,138236,8.0,2018,TN172PJ
36112,139075,4.7,2018,DA130AH
36113,139554,5.6,2018,TN133SL
36114,139664,5.4,2018,TN255EJ
36115,139697,5.3,2018,TN110AU
36116,140987,5.5,2018,DA15TF
36117,141217,6.9,2018,CT162QB
36118,143954,5.5,2018,ME172LL
36119,144015,8.2,2018,CT102RL
36120,144497,6.5,2018,CT149BD
36121,145420,10.0,2018,CT195FP
36122,118785,6.1,2018,DA12LY
36123,136304,5.9,2018,BR87TE
36124,118788,5.8,2018,DA118AQ
36125,118789,4.6,2018,TN49UJ
36126,118790,5.3,2018,TN49XB
36127,136455,3.5,2018,TN92JP
36128,136582,2.5,2018,ME145DS
36129,118796,6.6,2018,ME65HS
36130,136305,3.7,2018,ME104PT
36131,118803,4.4,2018,CT51PX
36132,136379,3.8,2018,TN248UD
36133,138480,3.7,2018,CT195JY
36134,118806,4.4,2018,CT162PZ
36135,138167,7.3,2018,CT170AS
36136,136584,6.6,2018,CT79BL
36137,136571,13.2,2018,CT95RE
36138,136583,6.7,2018,TN249AL
36139,137154,6.1,2018,ME138RZ
36140,118832,6.3,2018,TN248AL
36141,136581,4.9,2018,ME145DT
36142,118835,4.4,2018,ME157BT
36143,118836,5.1,2018,ME160SF
36144,137800,4.1,2018,ME104DB
36145,138019,4.9,2018,TN240QJ
36146,118840,5.8,2018,CT13EW
36147,118843,4.7,2018,TN92PN
36148,141628,5.9,2018,CT88LX
36176,137250,3.8,2018,DA27BB
36177,137833,5.6,2018,ME160TJ
36178,137227,4.7,2018,DA27DA
36179,137609,3.8,2018,DA117LS
36180,136359,2.6,2018,DA12HW
36181,118879,7.6,2018,DA124LF
36182,137484,7.0,2018,TN306LT
36183,139542,5.9,2018,TN157RD
36184,118882,6.8,2018,ME207JU
36185,144100,3.0,2018,DA12NT
36186,118884,5.8,2018,CT47AS
36187,136324,6.5,2018,ME104EG
36188,137739,5.6,2018,TN173JD
36189,140595,3.7,2018,TN49PG
36190,136302,8.1,2018,CT28QA
36191,136727,4.5,2018,ME168AH
36192,118897,6.1,2018,ME196DH
36193,118898,8.2,2018,CT27AP
36194,136501,4.5,2018,CT139JX
36195,118903,8.2,2018,TN104PU
36196,140537,4.5,2018,ME160JP
36197,136286,5.7,2018,ME101PF
36198,140640,5.6,2018,TN49XL
36199,137837,4.0,2018,CT203RB
36200,136847,4.8,2018,TN126LT
36201,136417,4.0,2018,TN92JR
36202,137474,4.1,2018,CT11PH
36203,140874,6.4,2018,CT13EN
36204,118919,4.2,2018,CT102LH
36205,136465,5.9,2018,CT67NS
36206,136570,4.8,2018,ME137BQ
36207,137104,5.1,2018,TN92HE
36208,136349,6.3,2018,TN92PH
36209,118928,5.1,2018,DA118BG
36210,118931,4.6,2018,CT170DQ
36211,136585,4.5,2018,CT102RT
36212,118933,5.4,2018,DA122JW
36213,136382,5.4,2018,CT117PS
36214,136317,7.0,2018,CT130FA
36215,136603,4.1,2018,TN49SH
36216,137099,4.6,2018,DA122PR
36217,137458,7.6,2018,CT214HL
36218,137834,4.5,2018,DA110JE
36219,135826,6.1,2018,CT126RH
36220,136128,5.4,2018,TN133LE
36221,135290,8.0,2018,TN288BB
36222,135297,5.7,2018,DA11QE
36223,135305,8.2,2018,CT20HD
36224,135372,8.2,2018,ME159QL
36225,135371,8.7,2018,ME174HX
36226,135630,5.4,2018,DA37PH
36227,135721,9.2,2018,ME123JQ
36228,135888,6.1,2018,TN24PY
36229,136175,8.0,2018,CT162EG
36230,136197,7.0,2018,TN233HG
36231,136205,5.5,2018,DA27DR
36232,119026,11.4,2018,TN30TB
36233,119027,32.9,2018,TN256PW
36234,119029,16.4,2018,TN40RJ
36235,119032,10.5,2018,TN161QN
36236,119036,8.1,2018,ME168NL
36237,119037,14.1,2018,CT93RA
36238,119040,9.5,2018,DA125JT
36240,119042,31.5,2018,TN233BT
36241,119044,8.2,2018,CT195DN
36242,119045,11.2,2018,DA37PW
36243,119046,20.8,2018,CT179PS
36245,119051,9.8,2018,TN157RD
36248,119058,17.4,2018,CT13QQ
36251,119062,10.6,2018,CT156SS
36254,134783,9.7,2018,ME104NL
36255,134971,8.1,2018,CT126FH
36335,137119,6.3,2018,ME39HH
36336,138511,6.9,2018,ME72LX
36337,142081,5.7,2018,ME44FQ
36338,136594,3.9,2018,ME46JB
36339,136337,4.0,2018,ME46TJ
36340,137630,6.8,2018,ME50LE
36341,138046,7.6,2018,ME50LP
36342,136456,5.3,2018,ME80BX
36343,136662,3.6,2018,ME13EL
36344,136864,3.5,2018,ME87AJ
36345,137389,3.7,2018,ME57EH
