,URN,Absence,YEAR,Postcode
9911,114299,6.1,2017,DL178RW
9912,114300,4.7,2017,DL167LN
9913,114301,5.3,2017,DL146LA
9914,137234,4.1,2017,DL23JU
9915,138717,6.5,2017,DL54AX
9916,114305,6.7,2017,DL57LF
9917,136770,6.0,2017,DL147JZ
9918,114308,5.8,2017,DH12QP
9919,137696,4.9,2017,DH15BQ
9920,114311,5.9,2017,DH77NG
9921,114312,4.2,2017,DH14SU
9922,114313,6.8,2017,SR85RL
9924,114315,5.6,2017,TS285AX
9925,114317,5.1,2017,TS213DD
9926,138075,5.0,2017,SR83AY
9927,137702,4.7,2017,DL146JT
9929,114327,5.4,2017,SR81DE
9930,138172,4.8,2017,DH70RD
9931,131905,13.2,2017,DL167QW
9932,114337,20.3,2017,DH61QD
9933,114340,10.0,2017,DH98PR
9936,138718,8.6,2017,SR83LP
9937,114347,20.2,2017,DL170HP
9938,114349,6.5,2017,DH15WB
9939,134662,8.8,2017,DL167DB
9970,143845,8.2,2017,DL39SH
9971,136525,5.2,2017,DL22JG
9972,138089,7.1,2017,DL12AN
9973,137222,8.1,2017,DL30HT
9974,136838,5.5,2017,DL38AR
9975,137622,4.7,2017,DL38RW
9976,142174,5.0,2017,DL15PA
9977,135314,7.5,2017,DL11LL
9979,138093,10.7,2017,DL12AN
10134,131601,6.9,2017,BN108RB
10135,139689,10.7,2017,TN317NQ
10136,139796,5.9,2017,BN208AB
10137,139821,6.4,2017,TN342NT
10138,140679,8.5,2017,BN99JL
10139,141394,15.5,2017,BN90DF
10140,144505,5.9,2017,BN85RB
10141,114584,5.5,2017,TN330HT
10142,137982,6.2,2017,TN62AS
10143,138472,5.9,2017,BN271DT
10144,114587,5.0,2017,TN218RJ
10145,114588,5.9,2017,TN325EA
10146,138473,5.0,2017,BN254LX
10147,114590,5.8,2017,TN223DJ
10148,114591,6.3,2017,TN56AZ
10149,114592,6.0,2017,BN209QX
10150,137232,7.1,2017,BN85RB
10151,114594,5.2,2017,BN84PU
10152,138895,5.6,2017,TN394BY
10153,138624,6.5,2017,TN317NQ
10154,114598,5.7,2017,BN72XN
10155,139996,7.7,2017,TN377PS
10156,138474,5.9,2017,BN212XR
10157,138475,5.1,2017,BN211UE
10158,131669,9.9,2017,BN238EJ
10159,114612,5.3,2017,TN401SE
10160,143035,6.2,2017,BN237BL
10161,136400,5.6,2017,TN388HH
10162,136401,6.4,2017,TN355DN
10163,136106,5.2,2017,BN229RQ
10165,142163,20.3,2017,TN210BT
10170,141475,7.5,2017,TN388HH
10172,142744,6.4,2017,BN220BQ
10174,142151,19.0,2017,TN389JU
10175,142146,16.5,2017,BN254BA
10228,137063,6.3,2017,BN412WS
10229,139409,6.3,2017,BN412PG
10230,114579,5.0,2017,BN16NP
10231,114580,5.8,2017,BN16PZ
10232,114581,6.3,2017,BN27FR
10233,114606,5.5,2017,BN37BW
10234,114607,6.9,2017,BN37BN
10235,114608,6.2,2017,BN18PB
10236,114611,5.5,2017,BN36ND
10237,136164,10.6,2017,BN19PW
10238,114619,6.0,2017,BN20LS
10239,114678,46.8,2017,BN17LA
10240,114679,15.5,2017,BN18XR
10509,116234,4.6,2017,GU124RZ
10661,138720,5.0,2017,GU344EQ
10662,116405,5.4,2017,SP103PB
10663,138287,5.1,2017,RG214AL
10664,137113,7.1,2017,RG249UP
10665,138437,7.6,2017,PO130JN
10666,138585,4.7,2017,SO452PA
10667,138920,6.0,2017,SP102PS
10668,140182,5.9,2017,GU350ER
10669,144014,6.8,2017,PO123BU
10670,116407,4.3,2017,SO225AZ
10671,136640,5.2,2017,SO515SY
10672,137535,4.2,2017,GU342BZ
10673,138038,5.3,2017,PO88RY
10674,116411,4.4,2017,SO532PL
10675,116412,4.0,2017,GU527RY
10676,116413,5.4,2017,SO314NE
10677,136654,4.5,2017,SO304EJ
10678,137125,6.5,2017,SO454ZF
10679,137129,4.5,2017,SO418FZ
10680,137128,4.6,2017,SO249BS
10681,116418,5.8,2017,PO169BD
10682,116419,4.6,2017,SO317DU
10683,137239,5.6,2017,SO518ZB
10684,116422,4.9,2017,RG265NL
10685,116423,4.9,2017,PO110NU
10686,116424,5.4,2017,SO322RB
10687,116426,5.2,2017,SO206HA
10688,116427,5.1,2017,RG226HA
10689,116428,5.4,2017,PO75UD
10690,138184,5.7,2017,SO507AN
10691,116430,6.9,2017,RG209HP
10692,116431,5.4,2017,SP103RH
10693,116432,5.0,2017,RG213NP
10694,116433,5.3,2017,GU466NW
10695,137229,5.0,2017,SO409FT
10696,116436,5.2,2017,GU515JA
10697,116437,5.8,2017,PO89PQ
10698,116438,5.3,2017,SO226JJ
10699,136715,4.3,2017,SO532DW
10700,116440,5.6,2017,RG215PB
10701,116441,5.6,2017,RG224HS
10702,116442,4.1,2017,GU466AG
10703,116444,6.5,2017,RG238JQ
10704,116445,5.1,2017,SO504FZ
10705,116446,5.5,2017,GU149RN
10706,116447,5.7,2017,GU149BY
10707,116448,4.9,2017,GU146BH
10708,116466,5.3,2017,PO156PH
10709,140069,5.0,2017,PO141JJ
10710,116468,4.5,2017,SO225PN
10711,116470,5.7,2017,GU124AS
10712,116472,5.6,2017,PO123BU
10713,116473,8.0,2017,PO94BU
10714,116475,6.5,2017,PO92RR
10715,138135,5.1,2017,RG291NA
10716,116478,4.6,2017,RG226SR
10726,136719,4.7,2017,SP61EZ
10727,136652,6.6,2017,BH256RS
10728,136657,4.9,2017,BH241SE
10729,116498,4.2,2017,PO142AT
10730,137315,7.1,2017,SO403ZW
10731,136643,4.8,2017,GU307NY
10732,137791,6.0,2017,PO122QP
10733,116502,5.0,2017,RG287JF
10734,137345,4.0,2017,PO77BW
10735,116504,4.7,2017,SO454RQ
10736,116506,6.3,2017,PO75DS
10737,137538,4.8,2017,PO168AH
10738,136903,4.5,2017,GU323LU
10739,116511,6.1,2017,SO237GA
10740,136156,5.5,2017,PO95JD
10742,133581,10.7,2017,PO94AQ
10743,141187,22.3,2017,RG225TH
10745,116603,19.3,2017,SO532DW
10752,116617,6.5,2017,PO142AE
10755,137605,5.9,2017,RG215SU
10759,116636,12.6,2017,GU344GL
10760,116637,9.8,2017,SO454RQ
10761,116639,9.6,2017,PO107NN
10762,116640,6.0,2017,GU148SN
10763,116641,7.4,2017,SP101HR
10765,140732,24.1,2017,SO317NL
10766,131068,7.9,2017,GU350HA
10814,139714,5.8,2017,PO15PF
10815,140605,6.6,2017,PO36RB
10816,141175,7.9,2017,PO40DL
10817,141875,5.6,2017,PO29RJ
10818,116461,4.8,2017,PO61QY
10819,116462,11.0,2017,PO64QP
10820,116463,6.0,2017,PO20RH
10821,140697,5.5,2017,PO35XT
10823,116505,3.8,2017,PO11RX
10824,135965,6.3,2017,PO54HL
10826,143828,9.2,2017,PO62RY
10827,116628,6.8,2017,PO62RY
10829,135308,40.3,2017,PO28RA
10884,116450,5.4,2017,SO164GW
10885,116451,5.8,2017,SO198PH
10886,116453,6.3,2017,SO169RJ
10887,116454,9.3,2017,SO199QP
10888,137037,4.9,2017,SO157QU
10889,116458,4.8,2017,SO181BU
10890,116465,7.4,2017,SO185FW
10891,116469,5.6,2017,SO163GJ
10892,116507,4.1,2017,SO163DQ
10893,138476,4.4,2017,SO152WZ
10894,135628,6.4,2017,SO168FA
10895,135629,5.3,2017,SO199NA
10899,116624,18.9,2017,SO152FH
11126,137799,6.3,2017,LE128JU
11127,138821,5.4,2017,LE674UW
11128,137161,5.2,2017,LE167JG
11129,137317,9.7,2017,LE673TN
11131,141012,6.5,2017,LE174EW
11132,138327,6.8,2017,LE97PD
11134,141682,6.4,2017,LE101LE
11135,137367,3.7,2017,LE111NH
11136,137115,4.9,2017,LE174QH
11137,138108,4.5,2017,CV130JT
11138,137170,5.4,2017,LE169DR
11139,139442,4.5,2017,LE679TB
11140,141874,6.4,2017,LE114SQ
11141,138079,6.6,2017,LE48GQ
11142,143844,7.0,2017,LE33BD
11143,140103,4.7,2017,LE102QE
11145,140787,4.6,2017,LE44GH
11147,137828,5.3,2017,LE77EB
11148,138894,5.3,2017,LE182DS
11151,138819,5.9,2017,NG130AX
11152,138155,4.2,2017,LE25TQ
11153,137120,4.5,2017,LE24FU
11154,137617,4.6,2017,LE131LH
11155,139624,5.1,2017,LE25TP
11156,137969,4.6,2017,LE99JL
11157,137983,6.2,2017,LE71LY
11159,138627,6.5,2017,LE60GE
11160,137968,5.6,2017,LE100EP
11161,138529,6.8,2017,LE85PR
11162,137540,5.4,2017,LE80LG
11163,120274,6.1,2017,LE129DB
11164,138527,5.0,2017,LE96PT
11165,137401,3.6,2017,LE112ST
11166,138150,5.1,2017,LE174EW
11167,137640,4.8,2017,LE128DY
11168,138521,5.6,2017,LE194AQ
11169,138833,5.6,2017,LE651DT
11170,138298,5.4,2017,LE114SQ
11171,138290,4.5,2017,CV136HT
11172,138628,5.2,2017,LE130BN
11173,137931,6.1,2017,LE184TA
11174,137984,6.8,2017,LE182DT
11175,120348,7.0,2017,LE128QY
11176,138935,7.9,2017,LE182DS
11179,134640,8.4,2017,LE131HA
11180,138156,6.1,2017,LE100EA
11264,138869,3.7,2017,LE55LL
11265,143857,7.4,2017,LE26FU
11266,144479,6.7,2017,LE26UA
11267,131945,6.8,2017,LE36DN
11268,120277,5.5,2017,LE55FT
11269,120279,5.1,2017,LE26FU
11270,120281,7.0,2017,LE40FL
11271,141916,3.9,2017,LE47AN
11272,120283,7.3,2017,LE26FU
11273,120285,6.6,2017,LE51RT
11274,120286,3.9,2017,LE47GY
11275,120287,5.7,2017,LE56HP
11276,120292,5.6,2017,LE20TU
11277,120294,5.0,2017,LE40SZ
11278,120297,6.2,2017,LE56LN
11279,120298,6.3,2017,LE31AH
11280,120306,3.9,2017,LE40FJ
11281,120307,4.8,2017,LE56HN
11282,129645,3.2,2017,LE55LL
11283,138094,16.2,2017,LE54PY
11285,120362,12.9,2017,LE26DW
11287,130371,7.2,2017,LE32FD
11288,131187,17.4,2017,LE51FG
11307,136629,3.8,2017,LE159TJ
11308,137340,4.1,2017,PE94AT
11309,136530,2.9,2017,LE156RP
11606,137100,5.6,2017,WS152UE
11607,137146,5.8,2017,B798AH
11608,137164,5.3,2017,WS124JH
11609,138435,5.8,2017,B772NE
11610,138351,7.7,2017,ST195PH
11611,141342,5.2,2017,DY76AA
11612,141343,5.0,2017,WV58BJ
11613,141700,6.0,2017,ST71DP
11614,142015,6.2,2017,ST59JU
11615,124391,6.6,2017,DE159RT
11616,124392,5.4,2017,DE143DR
11617,124393,5.5,2017,ST78AP
11618,136323,3.6,2017,DE138AZ
11619,124395,7.5,2017,WS119SP
11620,124396,5.7,2017,ST119PW
11621,142313,5.1,2017,WS121DH
11622,124399,4.5,2017,ST90HP
11623,124400,5.4,2017,WV81PQ
11624,124401,4.6,2017,ST99EE
11625,124402,10.2,2017,WS66LQ
11626,139708,4.7,2017,ST74DL
11627,142711,8.0,2017,ST136EU
11628,142755,6.9,2017,ST138NP
11629,124408,5.3,2017,WS149EE
11630,124409,5.6,2017,WS137NB
11631,140154,4.6,2017,CW39JJ
11632,140470,5.1,2017,ST57LP
11633,142278,4.6,2017,ST53DN
11634,142277,5.0,2017,ST52QS
11635,124415,5.2,2017,ST195RX
11636,142987,4.5,2017,ST170LJ
11637,140123,5.5,2017,ST158DT
11638,138936,6.4,2017,B775LF
11639,124422,5.4,2017,WS137EW
11642,124425,5.1,2017,WS67JQ
11644,137356,4.9,2017,ST87AR
11647,124430,4.5,2017,ST148DU
11648,136959,5.8,2017,ST101LH
11650,138728,4.9,2017,B799AA
11653,136414,5.5,2017,DE130LL
11654,124443,5.6,2017,WS72DB
11655,142983,5.3,2017,ST161NR
11656,124445,5.0,2017,ST179YJ
11657,137553,5.8,2017,ST180YG
11658,124449,5.5,2017,DE150JL
11663,142193,5.9,2017,ST179AB
11664,138729,3.3,2017,ST101LH
11667,124459,5.2,2017,DE159SD
11668,140802,5.1,2017,ST52SJ
11671,137384,6.4,2017,WS111JT
11672,124467,6.8,2017,ST179DJ
11673,124468,5.6,2017,WS114AW
11674,136886,4.0,2017,WS73QW
11675,136136,6.9,2017,B774FF
11676,139234,4.9,2017,ST145JX
11678,140997,11.1,2017,ST216JR
11681,124504,5.7,2017,DE130HB
11683,124508,7.3,2017,WS124JS
11684,142170,17.0,2017,ST148RS
11685,141448,9.1,2017,ST52TF
11686,141449,7.3,2017,ST52EY
11696,124521,9.9,2017,WS136PJ
11698,124523,6.7,2017,WV68DA
11771,136824,6.7,2017,ST42RR
11772,138256,7.8,2017,ST61JJ
11773,139068,6.8,2017,ST45JJ
11774,139590,9.3,2017,ST61JJ
11775,140633,4.8,2017,ST16LG
11776,124388,4.6,2017,ST48PQ
11777,124389,5.4,2017,ST37DF
11778,124390,7.1,2017,ST28DD
11779,138549,5.7,2017,ST67AB
11780,140149,5.6,2017,ST66LZ
11781,136680,5.6,2017,ST66JZ
11782,136681,7.0,2017,ST20GA
11783,140304,5.3,2017,ST32NJ
11784,136460,3.3,2017,ST45NT
11785,136102,5.1,2017,ST64LD
11786,136145,5.9,2017,ST33JD
11787,124498,16.5,2017,ST119JG
11788,124500,5.5,2017,ST35PP
11789,124501,9.6,2017,ST66JZ
11976,131969,5.3,2017,SN153XB
11977,134199,6.1,2017,SP11RE
11978,138885,7.8,2017,BA140DJ
11979,141964,8.4,2017,SP27EU
11980,126447,6.3,2017,SP53HN
11981,141911,7.1,2017,SN126QZ
11982,137308,5.1,2017,SN160DF
11983,136611,5.3,2017,SN139DF
11984,136911,4.1,2017,SN47HG
11985,126458,6.7,2017,SP47ND
11986,143005,6.2,2017,SP48HH
11987,137230,4.3,2017,BA129DR
11988,138020,6.4,2017,BA149EH
11989,137827,5.0,2017,SP11RD
11990,137057,4.9,2017,BA151DZ
11991,126473,5.8,2017,SP11QY
12009,137375,5.1,2017,BA149EN
12010,136389,4.8,2017,SN104EB
12011,136849,4.9,2017,SN95EW
12012,136632,5.3,2017,SN146HJ
12013,138623,4.8,2017,SN84AX
12014,137650,6.6,2017,SN118YH
12015,142316,4.7,2017,SN54AT
12016,138630,6.5,2017,SN103AG
12017,136391,4.3,2017,SP13JJ
12018,136500,4.9,2017,SP12ED
12019,136296,5.1,2017,SN146RJ
12020,126510,6.9,2017,BA133QH
12021,135804,8.1,2017,SP119RR
12022,136183,8.8,2017,SP29HS
12024,126550,21.0,2017,SN105EF
12087,140972,6.0,2017,SN15ET
12088,144773,6.0,2017,SN31ER
12089,137684,6.5,2017,SN35DA
12090,137408,5.7,2017,SN31ER
12091,136860,4.1,2017,SN67BZ
12092,140515,6.2,2017,SN22NQ
12093,137264,5.4,2017,SN56HN
12094,131196,5.2,2017,SN252ND
12100,136980,4.6,2017,SN33LR
12101,137190,5.4,2017,SN14JE
12102,137160,4.9,2017,SN49DJ
12103,135364,5.6,2017,SN21JR
12105,126547,42.9,2017,SN27AS
12106,126549,6.8,2017,SN27HJ
12141,142577,6.3,2017,RG127BA
12142,110049,3.8,2017,RG457HZ
12143,110068,4.8,2017,GU470SD
12144,110069,5.0,2017,RG422AD
12145,110071,6.2,2017,RG128FS
12146,137267,3.2,2017,RG129DA
12147,110190,7.5,2017,RG422EX
12194,138879,4.3,2017,SL62QB
12195,139971,4.7,2017,SL63LE
12197,138823,4.5,2017,SL59QY
12198,142357,4.1,2017,SL65JB
12199,141844,5.1,2017,SL45EH
12200,141852,6.2,2017,SL43RT
12201,137740,4.3,2017,SL67NQ
12202,137695,5.1,2017,SL63AX
12205,133580,5.3,2017,SL39JQ
12206,138342,6.7,2017,SL64PU
12209,110183,9.2,2017,SL63EQ
12275,139938,5.7,2017,RG75DA
12276,142822,5.1,2017,RG170AN
12277,110048,4.2,2017,RG73XJ
12278,136733,5.2,2017,RG146NQ
12279,136647,4.2,2017,RG194LL
12280,110063,5.5,2017,RG315TY
12281,138525,4.9,2017,RG142DU
12284,137465,4.6,2017,RG146JP
12285,137777,5.0,2017,RG316XY
12286,110102,4.8,2017,RG206AD
12287,110180,4.9,2017,RG143BQ
12289,110186,7.8,2017,RG316SW
12329,139268,4.1,2017,RG15RQ
12332,136307,5.0,2017,RG48LR
12333,110096,4.6,2017,RG27PY
12334,136449,2.8,2017,RG15LW
12335,136876,7.6,2017,RG304EX
12336,110107,5.4,2017,RG303EP
12337,136448,3.3,2017,RG15BN
12338,130247,8.3,2017,RG28AF
12339,139728,9.1,2017,RG304BZ
12340,137435,7.8,2017,RG304BZ
12341,110189,18.5,2017,RG27AY
12365,140156,4.4,2017,SL25AY
12366,141009,4.9,2017,SL37UX
12367,141970,3.1,2017,SL14AA
12368,137259,4.8,2017,SL13AH
12369,110076,5.2,2017,SL21QE
12370,110078,5.9,2017,SL25QP
12371,137287,4.5,2017,SL12PU
12372,110084,3.6,2017,SL37AF
12373,110087,3.8,2017,SL25HW
12381,136521,3.4,2017,SL37QS
12382,137726,3.3,2017,SL13BW
12383,136420,3.6,2017,SL37PR
12384,138012,5.2,2017,SL15AH
12385,135631,4.8,2017,SL37EF
12387,110185,11.1,2017,SL23AE
12440,138367,5.7,2017,RG71ER
12442,136880,5.6,2017,RG411EE
12443,110059,3.9,2017,RG401SS
12444,110060,5.8,2017,RG411JP
12445,139853,5.0,2017,RG415NE
12446,110062,5.6,2017,RG53EU
12447,136637,4.6,2017,RG67HS
12448,142166,5.8,2017,RG54RF
12449,136891,3.6,2017,RG108DS
12450,143862,23.5,2017,RG402HR
12451,110181,9.0,2017,RG401TT
12657,137867,6.2,2017,PE132SE
12659,136677,4.0,2017,CB259DL
12660,139272,6.1,2017,PE159PX
12661,137826,4.5,2017,CB249LX
12662,139401,6.7,2017,CB42JF
12663,139408,4.5,2017,CB236FR
12664,136580,5.1,2017,CB244RS
12665,140265,5.9,2017,CB20SZ
12667,142035,6.7,2017,CB18NN
12668,143404,5.1,2017,CB62SH
12669,136636,5.0,2017,CB11EH
12670,136887,3.8,2017,CB43NY
12671,136650,8.1,2017,CB13RJ
12672,137434,5.1,2017,CB248UA
12673,137527,5.8,2017,SG86EF
12674,138177,4.9,2017,PE166UU
12675,138053,4.9,2017,PE71XB
12676,137547,6.5,2017,CB62JA
12677,137305,4.7,2017,PE276RR
12678,137187,5.3,2017,PE192SH
12679,137475,4.8,2017,PE293BN
12680,137924,4.8,2017,CB13TD
12681,137377,3.9,2017,PE261DG
12687,137427,4.9,2017,SG85NJ
12688,136974,5.8,2017,PE285TQ
12689,136463,4.0,2017,CB237DU
12690,136775,5.0,2017,CB223BP
12691,136992,4.8,2017,PE191LQ
12692,137248,5.7,2017,PE297DD
12693,136610,4.5,2017,CB75AA
12694,136442,4.1,2017,CB214JB
12696,142932,18.1,2017,PE191EA
12701,134937,8.7,2017,CB214NN
12703,137594,15.1,2017,CB248UA
12761,137082,5.9,2017,PE27EA
12763,137880,6.6,2017,PE73BY
12764,139082,4.9,2017,PE15LQ
12765,142902,10.0,2017,PE14DZ
12766,110882,5.6,2017,PE46JT
12767,141300,5.4,2017,PE78BF
12769,136398,5.7,2017,PE12UE
12770,110899,5.7,2017,PE39PY
12771,110907,6.3,2017,PE15JN
12772,136266,4.7,2017,PE67JX
12773,135263,4.7,2017,PE12UW
12774,135980,5.0,2017,PE25RQ
12775,138271,7.8,2017,PE15LQ
12779,135386,25.7,2017,PE15GZ
12829,138198,5.0,2017,WA71QU
12831,136779,5.5,2017,WA74SY
12832,111401,6.4,2017,WA75DX
12833,139368,4.3,2017,WA87TD
12834,111457,6.0,2017,WA87DW
12835,135731,6.5,2017,WA75YH
12836,136185,6.0,2017,WA76EP
12839,111515,7.3,2017,WA87HG
12910,138562,2.4,2017,WA14PF
12911,139072,7.4,2017,WA20LN
12912,139196,4.7,2017,WA28PX
12914,142899,7.1,2017,WA27NG
12915,145157,7.0,2017,WA52BY
12916,111430,4.4,2017,WA35HH
12917,139506,5.3,2017,WA52BY
12918,139152,3.9,2017,WA53AA
12919,139840,5.4,2017,WA37PT
12920,141598,5.1,2017,WA43AE
12921,133672,5.6,2017,WA41JL
12922,138732,4.7,2017,WA130RB
12923,111454,5.0,2017,WA51HG
12924,111456,6.1,2017,WA41RX
12928,111501,12.4,2017,WA14JL
13234,113497,5.8,2017,EX135EA
13235,139553,5.4,2017,EX349JB
13236,139661,8.0,2017,EX45AD
13237,136646,5.9,2017,EX173LU
13238,136912,5.2,2017,EX141QT
13239,136673,4.5,2017,EX111RA
13240,139682,5.4,2017,EX26AP
13242,136638,6.6,2017,EX53AJ
13243,113502,5.1,2017,EX151DX
13244,113503,4.9,2017,EX109LG
13245,136612,6.4,2017,EX83AF
13248,142805,5.4,2017,EX48NN
13249,141749,7.4,2017,TQ122QA
13250,142124,5.1,2017,TQ137EW
13251,142540,8.5,2017,EX393AR
13252,144392,4.8,2017,EX135EA
13253,138041,4.0,2017,EX332BP
13257,113512,4.5,2017,EX364LA
13258,113514,5.1,2017,EX329AX
13260,113518,6.2,2017,EX70BY
13261,136569,6.6,2017,TQ137EW
13262,113520,6.8,2017,TQ95JX
13263,136367,5.4,2017,TQ71PL
13264,137176,6.7,2017,TQ121PT
13265,136495,4.5,2017,TQ149HZ
13266,113539,5.0,2017,PL198DD
13267,113540,5.2,2017,EX201PW
13268,136336,5.2,2017,PL210JA
13270,113550,6.5,2017,EX13RD
13271,113553,4.8,2017,EX25AP
13272,136366,3.8,2017,EX246HN
13273,136494,6.2,2017,TQ123JG
13274,137124,4.4,2017,TQ122NF
13275,136287,3.2,2017,EX153AG
13276,136200,6.6,2017,TQ69HW
13278,113634,5.2,2017,EX26JB
13280,113636,10.4,2017,EX41TA
13286,113654,6.7,2017,EX24NF
13287,113656,9.5,2017,EX79SF
13288,131552,12.5,2017,EX388QQ
13358,139432,12.6,2017,PL14RL
13360,140693,6.8,2017,PL53AG
13361,142116,12.7,2017,PL68BH
13362,136588,3.9,2017,PL23DL
13363,113532,4.4,2017,PL46HT
13364,113533,5.9,2017,PL54AA
13365,136556,6.5,2017,PL72RS
13366,136557,5.3,2017,PL74LT
13367,136568,4.6,2017,PL99AZ
13368,136558,5.4,2017,PL98ES
13369,140104,5.3,2017,PL65YB
13370,137206,6.0,2017,PL68UN
13371,136668,5.6,2017,PL47PG
13372,136626,6.0,2017,PL34BD
13373,140737,5.5,2017,PL65HN
13374,136496,3.8,2017,PL15QP
13375,136142,6.5,2017,PL53NE
13376,136166,7.7,2017,PL52AF
13380,113648,7.0,2017,PL54DZ
13381,113649,16.3,2017,PL52EF
13382,113650,5.3,2017,PL71JB
13413,138370,5.7,2017,TQ27NU
13414,138863,6.8,2017,TQ33WA
13415,139666,16.6,2017,TQ27FT
13416,136506,4.4,2017,TQ27DY
13417,136388,4.7,2017,TQ50LN
13418,113526,6.1,2017,TQ13PE
13419,137755,6.6,2017,TQ59HF
13420,113551,7.2,2017,TQ14RN
13422,136321,4.4,2017,TQ27EL
13423,143552,32.6,2017,TQ32AL
13424,139540,5.3,2017,TQ28NL
13821,136555,5.1,2017,IG102BQ
13822,137152,4.7,2017,CM08QB
13823,138239,4.2,2017,CM159DA
13824,138865,4.4,2017,SS155NX
13825,139248,5.2,2017,CO92HR
13826,139271,5.1,2017,CM179LR
13827,139402,5.0,2017,CM73NR
13828,139534,4.6,2017,SS69BZ
13829,140570,23.6,2017,CM203EZ
13830,141214,6.7,2017,SS165BA
13831,141328,4.7,2017,CM248TZ
13834,143639,8.1,2017,SS72TD
13835,137937,6.9,2017,CO28NJ
13836,139153,5.0,2017,CO93QH
13837,137445,4.3,2017,CM186JH
13838,137694,3.7,2017,CM202NR
13839,137552,4.8,2017,CM187NQ
13840,136904,4.4,2017,CM29RZ
13841,136729,5.5,2017,CO61PZ
13842,137013,5.1,2017,CM71WY
13843,139179,5.0,2017,CM75XP
13844,137048,4.3,2017,CM120RT
13845,136863,4.0,2017,CM29ES
13846,115235,5.5,2017,IG103JA
13847,115236,5.6,2017,CM165JB
13848,115237,5.1,2017,SS142LA
13849,115238,5.6,2017,CM14BS
13908,137790,5.2,2017,CM96AB
13909,136577,4.1,2017,SS71RQ
13910,137619,5.2,2017,CO34QS
13911,136758,5.6,2017,IG75BT
13912,115322,4.4,2017,SS118LY
13913,139181,5.3,2017,SS120LZ
13914,136776,4.2,2017,CB114UH
13915,136412,3.5,2017,CM11RW
13916,136642,3.5,2017,CM13SX
13917,137241,5.3,2017,CO50EW
13918,136342,6.9,2017,EN91LF
13919,137874,4.8,2017,CM16LY
13920,136579,4.4,2017,SS75RN
13921,141498,7.1,2017,SS87FH
13922,140308,4.9,2017,SS89QS
13923,136868,6.0,2017,SS41TL
13924,141841,5.2,2017,SS68EB
13925,136625,6.3,2017,IG102LD
13926,136605,5.3,2017,CM35JU
13927,137260,5.1,2017,CM17ER
13928,137188,5.7,2017,CO130AZ
13929,136875,4.7,2017,CM132HG
13930,138734,4.5,2017,CB113TR
13931,137926,3.5,2017,CO49PU
13932,137727,4.5,2017,CM40DJ
13933,137814,4.1,2017,CO33ND
13934,138084,5.5,2017,CO156DZ
13935,137944,4.6,2017,CO33LE
13936,137946,5.7,2017,CO123TG
13937,137515,2.3,2017,CO33US
13938,137072,7.7,2017,CM13ET
13939,137975,5.7,2017,CM62AU
13940,137058,4.1,2017,CM186AA
13941,140982,6.1,2017,CM144JF
13942,137429,5.1,2017,CO70QL
13943,138834,4.9,2017,CM144EX
13944,137927,4.6,2017,CO30QA
13945,137240,6.2,2017,CM27AQ
13946,115382,4.1,2017,CO33US
13947,137877,4.9,2017,CM158RY
13948,136861,5.9,2017,CM129LH
13949,137945,4.5,2017,CO112BW
13951,135651,5.8,2017,CM82SD
13952,135652,4.7,2017,SS55HG
13953,135653,5.1,2017,CM81EP
13955,135897,8.4,2017,SS133HL
13956,135957,7.1,2017,CO153JL
13957,136195,5.5,2017,CO43JL
13958,141512,17.5,2017,CO45PA
13960,141945,11.3,2017,CM159DA
13961,142612,34.3,2017,CM111HN
13965,115457,8.6,2017,SS73UQ
13967,141765,8.2,2017,SS120PW
13972,137554,6.2,2017,CM28RW
14008,141741,8.5,2017,SS00RT
14009,142077,7.5,2017,SS24BU
14010,137733,4.2,2017,SS39LL
14011,132762,5.8,2017,SS24UY
14015,136272,2.9,2017,SS00BP
14016,137284,3.8,2017,SS95UU
14017,136490,2.6,2017,SS00BS
14018,136444,4.2,2017,SS24UZ
14019,138174,5.3,2017,SS93TG
14020,136443,3.1,2017,SS00RG
14021,137310,4.1,2017,SS00BW
14022,137312,4.1,2017,SS07JS
14023,138044,4.6,2017,SS94AW
14026,115444,12.0,2017,SS24RL
14065,139578,5.5,2017,RM175LL
14066,143424,6.1,2017,SS170NS
14067,136387,5.5,2017,RM155AY
14068,137549,4.0,2017,RM166SA
14069,115239,3.5,2017,RM175UX
14072,137214,3.7,2017,RM163NJ
14073,136854,4.3,2017,SS178JT
14074,137456,3.8,2017,SS170NW
14075,133114,5.2,2017,RM164LU
14076,135960,5.4,2017,RM154RU
14077,115454,6.3,2017,RM162WU
14156,139895,34.3,2017,HR49HS
14157,137703,5.4,2017,HR74QS
14158,139189,4.7,2017,HR40RN
14159,116936,6.2,2017,HR11HY
14160,137073,5.7,2017,HR29HJ
14161,137608,4.6,2017,HR53AR
14162,116941,6.5,2017,HR68JJ
14163,140868,5.0,2017,HR20SG
14164,116952,4.9,2017,HR48ST
14165,136405,4.3,2017,HR69UW
14166,136803,4.3,2017,HR82HF
14167,136399,4.5,2017,HR97ET
14168,116991,5.4,2017,HR11UU
14169,116992,4.9,2017,HR14DR
14171,135662,6.5,2017,HR27NG
14172,135672,6.0,2017,HR28DL
14176,141487,8.5,2017,HR49NG
14355,135035,5.9,2017,DY121BL
14356,116928,6.4,2017,B601BA
14357,140292,6.2,2017,B603NL
14358,137162,4.1,2017,DY138AX
14359,136927,5.9,2017,WR90AA
